predicted_labels	true_labels	lil_interpretations	gil_interpretations
27	3	[]	['No kill, only hug', 'Welcome to the party, pal!']
0	0	[('great info . th', -0.5255857706069946)]	"['Awesome map!', ""That sounds really cool! I'll be there""]"
27	27	[('of thirst', -0.30858780816197395), ('of millions', -0.3110816329717636), ('at least', -0.3157808743417263), ('dying of thirst', -0.32596482895314693)]	['Expected that. Thanks for your valuable feedback', 'Good luck and Godspeed']
0	4	[('with cameras', -0.18595432490110397), ('to delight', -0.18951228633522987), ('failed to delight', -0.198906559497118)]	['Yep. Happy New Years!', 'such a cute boy!']
7	7	[('of everyone', -0.2307846061885357)]	['bruh, in what way', 'Did the words get unbanned?!']
15	10	[('my first lang ##age', -0.7766688885167241)]	['Thank you for your service', 'Also thank you for the advice']
27	0	[('greatest hits', -0.11383489891886711), ('over and done', -0.1339493114501238), ('a greatest hits album', -0.13494890462607145)]	['Wow, that was insane', 'Damn, that was dirty']
27	6	[('trying to', -0.32566985953599215), ('was trying to', -0.3330685715191066), ('he was trying to', -0.3360852599143982)]	['Yeah, this seems weird to me, too', 'Wow, that was insane']
27	3	"[(""you '"", -0.4216018430888653), ('paint it white', -0.4295311253517866), ('gotta paint it white', -0.4396138275042176)]"	['Bingo, low tax zones around his mines', 'Good for [NAME]. He deserves it']
27	3	[('ugly pillows', -0.1347714550793171), ('punch ugly pillows', -0.1540339533239603), ('to punch ugly pillows', -0.17025651037693024)]	['damn it, you beat me to it', 'Those ears...those horrible ears']
27	10	[('modern america', -0.2898635324090719), ('it can', -0.29647259041666985), ('a shit ton', -0.3010067455470562), ('in modern america', -0.302703682333231), ('ne ##pot ##ism', -0.30822489224374294)]	"[""Why can't America be this cool?"", ""You don't. Ever. It's robbery""]"
4	1	[('the light', -0.051879167556762695), ('any difference', -0.08847397565841675), ('ll be', -0.09773725271224976), ('it ', -0.12525537610054016), ('brighter l ##ma ##o', -0.18107975274324417)]	['That was informative. Thank you', 'Expected that. Thanks for your valuable feedback']
27	10	[('intentionally misleading', -0.30147712118923664), ('this entire operation', -0.3151570977643132), ('an anti abortion agenda', -0.3167139086872339), ('their intentionally misleading name', -0.3195053923409432)]	['damn it, you beat me to it', 'Those ears...those horrible ears']
0	0	[('cute dogg', -0.27565453946590424), ('smile , cute dogg', -0.32021814957261086)]	['such a cute boy!', 'Happy New Year to you, too!']
0	20	[('a giant bed', -0.29567818716168404), ('the whole place', -0.2963063381612301), ('a giant bed for', -0.3170385956764221)]	['Happy New Year to you, too!', 'Welcome to the party, pal!']
9	24	[('lived through something', -0.03887508809566498), ('through something', -0.0449928417801857), ('m sorry', -0.0474257729947567), ('having lived through something', -0.05133737623691559), ('the emotional experience', -0.051469601690769196)]	"['Thank you. I appreciate it', ""That sounds so terrible. I'm very sorry""]"
27	27	[('15 ##m', -0.31145115196704865), ('15 ##m $', -0.3316580830141902), ('of 15 ##m $', -0.3407245962880552)]	['damn it, you beat me to it', 'Those ears...those horrible ears']
2	2	[('we lost', -0.21482588350772858)]	"['damn it, you beat me to it', ""You don't. Ever. It's robbery""]"
15	12	"[('m dumb', -0.572104312479496), ('lo ##l', -0.595744863152504), ('your response', -0.6253715641796589), (""' m dumb"", -0.6261561922729015), ('sorry lo ##l', -0.6443849802017212)]"	"[""I'm also happy you're still here!!"", 'Thanks for this. I appreciate everyone involved']"
25	25	[('as well', -0.003649890422821045), ('nr ##k', -0.012516744434833527), ('my eyes', -0.05867324769496918), ('to my eyes', -0.10030527040362358)]	"[""That sounds so terrible. I'm very sorry"", 'Thank you. I appreciate it']"
27	26	[('every year', -0.20465774834156036), ('jackie bird', -0.20467953383922577), ('how old', -0.20609765499830246), ('the result', -0.20914664305746555), ('per every year', -0.20921947620809078)]	['bruh, in what way', 'Oh, Boy. You into phrenology too']
0	0	"[('s wearing', -0.1596582680940628), (""' s wearing"", -0.16709542274475098), ('soo ##oo ##o beautiful', -0.22313118167221546)]"	['Heh I love this', 'So, so good']
27	27	[('be out', -0.2932197228074074), ('the site', -0.2970995306968689), ('until march', -0.31454306840896606), ('will be out', -0.3222970850765705), ('wait until march', -0.3372371029108763)]	['No worries. Have a nice day', 'Feel you pain. Stay strong']
0	13	[('went south', -0.2633945941925049), ('four ##nier', -0.2790946178138256), ('sure went south', -0.2902606464922428), ('got aaa back', -0.2954159565269947), ('that sure went south', -0.30791813135147095)]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
7	27	[('i ##g', -0.23143669217824936), ('her man', -0.25537316501140594), ('-LSB- name -RSB-', -0.26022159308195114), ('his p ##j', -0.2664400115609169), ('of his p ##j', -0.2869462464004755)]	['bruh, in what way', 'Is this [NAME]?']
0	7	[('set up', -0.13622072339057922), ('be set up', -0.14311038702726364), ('my favorite plane', -0.14550838619470596), ('can be set up', -0.168020848184824)]	['Cuddling. Lots of cuddling', 'Expected that. Thanks for your valuable feedback']
27	27	[('have cookies', -0.15986154973506927), ('at least', -0.16414213180541992), ('i have cookies i', -0.17119589820504189), (' alcoholism / addiction', -0.18301440589129925)]	['I know. I get that a lot', 'Those ears...those horrible ears']
27	27	[('be you', -0.2699212469160557), ('about it', -0.2867259569466114), ('may go', -0.29142835177481174), ('things may go', -0.3039318323135376), ('care about it', -0.305050415918231)]	['Expected that. Thanks for your valuable feedback', 'Good luck and Godspeed']
27	13	[('for episode', -0.26927559822797775)]	"[""I can't wait"", 'I can’t wait']"
27	4	[]	['If you enjoyed it, go for it', 'No kill, only hug']
1	1	[('rip x', -0.12310303002595901), ('the making', -0.12525099888443947), ('3 years', -0.13511525839567184), ('##rri ##la ##z', -0.13838205859065056), ('go ##rri ##la ##z', -0.14920722879469395)]	"['That was so disgusting. VWP', ""I'm not worthy to watch this haha""]"
27	10	[('- 11', -0.14410151913762093), ('especially when', -0.14983854815363884), ('the field', -0.15094618126749992), ('a game', -0.15613971836864948), ('6 - 11', -0.16320706345140934)]	['damn it, you beat me to it', 'This is a joke, right...?']
2	16	[('my pets', -0.06591412797570229), ('with my pets', -0.07848455011844635)]	['Those ears...those horrible ears', 'damn it, you beat me to it']
15	17	[('-LSB- name', -0.21009952202439308), ('made it', -0.23516881465911865), ('he made it', -0.24557406920939684)]	['Thanks for this. I appreciate everyone involved', 'Thank you. I appreciate it']
27	27	[('most likely', -0.2358203288167715), ('were charged', -0.24630284309387207), ('you were charged', -0.25232261326164007)]	['pwBPD can have psychosis', 'Those ears...those horrible ears']
27	8	[('of experience', -0.2335495725274086), ('sexually desired', -0.23971807025372982), ('on yourself', -0.2403229959309101), ('a lot', -0.24041973054409027), ('more desirable', -0.24238288588821888)]	"[""You don't. Ever. It's robbery"", ""You don't. Ever. It's robbery""]"
0	20	[('was real', -0.1139153316617012), ('this was real', -0.13487935438752174)]	['That sounds really helpful, thanks so much', 'So, so good']
27	10	[('a ministry', -0.22517450153827667), ('at all', -0.2540990933775902), ('close friends', -0.2545465789735317), ('two ministries', -0.2631179615855217), ('the heads', -0.267451673746109)]	['Expected that. Thanks for your valuable feedback', 'damn it, you beat me to it']
27	5	[('their life', -0.15440011210739613), ('these things', -0.15663242526352406), ('about themselves', -0.15816167369484901), ('in their life', -0.15976751502603292), ('feel better about themselves', -0.1689001687336713)]	['Yeah, this seems weird to me, too', 'I know. I get that a lot']
27	27	[('say this', -0.20828835666179657), ('to say this', -0.2272848580032587)]	['Thank you. I appreciate it', 'I’m not crying. You’re crying']
27	5	"[('be fiction', -0.28112321346998215), (""' t fit"", -0.3021454345434904), ('those reports', -0.3040806744247675), ('to be fiction', -0.30572160985320807), ('on them', -0.30705112777650356)]"	"[""WE'LL CALL IT A DRAW"", ""Don't do that. Only villains do that""]"
27	4	[('i understand', -0.2028791420161724), ('of it', -0.21041827835142612), ('guess i understand', -0.21552283875644207)]	['Expected that. Thanks for your valuable feedback', 'Thank you. I appreciate it']
9	9	[('poor cat', -0.04689645767211914)]	['That poor janitor', 'What a waste of money and time']
24	12	[('meant morally', -0.10746601223945618)]	"[""Well, that doesn't suck. That blows chunks"", 'This is a joke, right...?']"
9	9	[('so upset', -0.0728112980723381), ('been so upset', -0.08633342571556568)]	"['What a waste of money and time', ""I've wanted this for so long""]"
27	27	[('the balls', -0.22142653912305832), ('of the balls', -0.23671474494040012), ('go balls deep anyway', -0.23974009416997433)]	['Expected that. Thanks for your valuable feedback', 'That was informative. Thank you']
2	2	[('fucking hell . .', -0.34223906602710485)]	"['damn it, you beat me to it', ""Genius. I'm so doing this""]"
0	0	[('completely shocked', -0.4025309383869171), ('i told', -0.40511354804039), ('was completely shocked', -0.43112684041261673), ('everyone i told', -0.43216073885560036)]	"['Awesome map!', ""That sounds really cool! I'll be there""]"
0	0	[('pretty cool', -0.2761673033237457), ('about this', -0.289150133728981), ('its pretty cool', -0.29337243363261223)]	"[""That sounds really cool! I'll be there"", 'This sounds like a great idea!']"
7	1	[('sign up', -0.23116940259933472)]	"['This is a joke, right...?', ""That sounds really cool! I'll be there""]"
27	10	[('higher tier', -0.18078345991671085), ('harm ##s', -0.18105654790997505), ('this belief', -0.18724019452929497)]	['damn it, you beat me to it', 'What a waste of money and time']
0	1	[('aus open', -0.18632252514362335), ('her wikipedia page', -0.19387815333902836), ('on her wikipedia page', -0.2013781387358904), ('the aus open winner', -0.202816653996706)]	"['That was so disgusting. VWP', ""I'm not worthy to watch this haha""]"
27	4	[('not otherwise', -0.24083427153527737), ('beat ##able', -0.24327291548252106), ('my speech', -0.24708185717463493), ('s beat ##able', -0.25197120290249586), ('with my speech', -0.2544318735599518)]	"[""Well, that doesn't suck. That blows chunks"", ""Genius. I'm so doing this""]"
27	24	[('how wrong', -0.11546133272349834), ('i was', -0.12085908651351929)]	['Those ears...those horrible ears', 'damn it, you beat me to it']
27	3	[('for it', -0.1911829486489296)]	"[""I can't wait"", 'I can’t wait']"
27	4	[('kicked out', -0.1946512907743454), ('be kicked out', -0.22213679738342762), ('to be kicked out', -0.2394889029674232)]	['damn it, you beat me to it', 'What the fuck are you talking about']
9	10	[('don ##uts', -0.096937645226717), ('the bottom', -0.10346207395195961), ('the don ##ut', -0.10628705844283104), ('are dry', -0.10974711552262306), ('through the bottom', -0.11037341505289078)]	['damn it, you beat me to it', 'What a waste of money and time']
27	27	[('that phrase', -0.3416592665016651), ('pretty clear', -0.34322815015912056), ('arrested yesterday', -0.3571857288479805), ('-LSB- name', -0.36520991660654545), ('getting arrested yesterday', -0.3658940549939871)]	['bruh, in what way', 'Expected that. Thanks for your valuable feedback']
0	0	[]	"['That was so disgusting. VWP', ""That sounds really cool! I'll be there""]"
27	25	[('a loss', -0.09618104062974453), ('a loss for', -0.1119366567581892)]	['Thank you. I appreciate it', 'Wow, that was insane']
27	27	"[('the people', -0.27299390360713005), (""that '"", -0.27665964141488075), ('any meaning', -0.2797189801931381), ('the science', -0.28171747736632824), ('has any meaning', -0.2882221732288599)]"	"['This is a joke, right...?', ""Must be why I'm alive. That sucks""]"
1	3	[('cr ##inge worthy', -0.16516649723052979), ('a video', -0.17576641589403152), ('over a video', -0.19558045268058777)]	['That was so disgusting. VWP', 'Yeah, this seems weird to me, too']
27	10	[('assuming anything', -0.25000957399606705), ('sufficient quantities', -0.2547448165714741), ('m not assuming anything', -0.27055948227643967), ('in sufficient quantities', -0.2722465917468071), ('produce in sufficient quantities', -0.2829271210357547)]	['Expected that. Thanks for your valuable feedback', 'Thank you. I appreciate it']
15	5	[('a nice day', -0.31870258413255215), ('have a nice day', -0.3234024945413694)]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
27	27	[('to india', -0.2519281432032585), ('a flawed democracy', -0.26665052212774754), ('an outright police state', -0.2686897460371256)]	['Expected that. Thanks for your valuable feedback', 'If you enjoyed it, go for it']
15	15	[('for this', -0.7966681160032749), ('thanks for this', -0.8340749498456717)]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
27	27	"[('in parliament', -0.22497399151325226), ('the labour conference', -0.23684612102806568), (""the deal ' s"", -0.24582157097756863), ('at the labour conference', -0.24609179235994816)]"	"[""WE'LL CALL IT A DRAW"", ""Don't do that. Only villains do that""]"
27	5	[('has never had', -0.37865339778363705), ('he has never had', -0.38624892197549343)]	['No kill, only hug', 'Those ears...those horrible ears']
27	27	[('feel attacked', -0.07796116173267365), ('i feel attacked /', -0.10480896523222327)]	['Those ears...those horrible ears', 'Thank you. I appreciate it']
27	27	[('the t', -0.3240707516670227), ('include the t', -0.3541187569499016)]	"['Feel you pain. Stay strong', ""Don't endorse violence against people""]"
27	27	[('to shut', -0.5150330699980259), ('tells people to shut', -0.5413777958601713)]	"[""Speak for yourself. YOU don't care"", 'damn it, you beat me to it']"
15	20	[('to you', -0.39312818460166454)]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
15	4	[('check it out', -0.7256833389401436), ('ll check it out', -0.7324536563828588)]	"[""That sounds really cool! I'll be there"", ""I'll be right back!""]"
2	2	"[(""' t read"", -0.18148672580718994), ('gets worse', -0.18789436295628548), (""don ' t read"", -0.20118623226881027), ('it just gets worse', -0.22314941231161356)]"	['Get out of my head', 'damn it, you beat me to it']
7	6	[('close family members', -0.2864590361714363), ('res ##us ##cit ##ation', -0.3095048815011978)]	['bruh, in what way', 'Is this Dragon Age style?']
27	5	[('a lawyer', -0.1757403314113617), ('red ##dit', -0.17835403606295586), ('in red ##dit', -0.18614182248711586), ('with a lawyer', -0.18792476877570152), ('be better', -0.18866555020213127)]	['Expected that. Thanks for your valuable feedback', 'damn it, you beat me to it']
27	3	[('that hog', -0.16275635175406933)]	['Yeah, this seems weird to me, too', 'I know. I get that a lot']
27	8	[('a bit', -0.27763165906071663), ('that group', -0.27979518100619316), ('for that group', -0.29520029481500387)]	"['Wow, that was insane', ""Nope. Don't need rewards at all""]"
15	0	[('your best', -0.35970150120556355), ('your commission', -0.3599288184195757), ('on your commission', -0.37942593498155475), ('do your best', -0.37993861408904195)]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
2	25	[('put together', -0.24578040838241577), ('am put together', -0.25645386427640915), ('put in ice', -0.2677594069391489), ('i am put together', -0.26955354772508144)]	['damn it, you beat me to it', 'Damn Blake is on fire today']
0	4	[('is good', -0.27939939498901367), ('mid ##rang ##e', -0.33291175588965416)]	['Expected that. Thanks for your valuable feedback', 'That was informative. Thank you']
3	14	[('his career', -0.07920016348361969), ('that game', -0.09211737662553787), ('his career here', -0.09292367845773697), ('the end', -0.09735842049121857), ('of that game', -0.10374441742897034)]	['damn it, you beat me to it', 'Those ears...those horrible ears']
27	26	[('its way out', -0.2624101936817169), ('on its way out', -0.2702641421929002)]	['That was so disgusting. VWP', 'Wow, that was insane']
3	0	[('one of them', -0.02396170049905777), ('really horrible', -0.028961628675460815), ('a horrible song', -0.029492028057575226), ('a lot', -0.03024137020111084), ('that one', -0.03287135809659958)]	['damn it, you beat me to it', 'What a waste of money and time']
27	27	[('be one', -0.3280364088714123), ('white ##ys', -0.33143237605690956), ('against white ##ys', -0.3443693146109581)]	['damn it, you beat me to it', 'Those ears...those horrible ears']
27	27	[('another gender', -0.27765020728111267), ('about it', -0.29748372361063957), ('have another gender really', -0.31049720477312803), ('a fashion preference', -0.31182527448982)]	"['This is a joke, right...?', ""Hmm. I don't disagree. It's unfortunate""]"
3	9	[('when crossing an intersection', 0.03841137886047363), ('t - bone ##d', 0.006065309047698975), ('crossing an intersection', -0.006190851330757141), ('left and right', -0.008935466408729553), ('an intersection', -0.0344560369849205)]	"['damn it, you beat me to it', ""Genius. I'm so doing this""]"
27	5	[('than reasonable', -0.31659968197345734), ('the effect', -0.3224852792918682), ('as long', -0.325648196041584), ('the sb', -0.32653365656733513), ('work stress', -0.32858990132808685)]	['Expected that. Thanks for your valuable feedback', 'That was informative. Thank you']
27	1	[('##tic ##ing', -0.17087290436029434), ('people too', -0.18131553381681442), ('for people too', -0.18873713165521622), ('naming it hardcore mode', -0.19110585283488035), ('called it that', -0.19232956506311893)]	['Expected that. Thanks for your valuable feedback', 'Wow, that was insane']
27	27	[('i asked', -0.5510703399777412), ('why i asked', -0.5654999874532223)]	['That was informative. Thank you', 'Expected that. Thanks for your valuable feedback']
27	22	[('video ##game', -0.3151982594281435), ('video ##game media outlets', -0.33415639167651534)]	['Those ears...those horrible ears', 'I know. I get that a lot']
27	10	[]	['Yeah, this seems weird to me, too', 'I know. I get that a lot']
0	0	[('a bunch', -0.4938209801912308), ('of times', -0.5030259825289249), ('non - stop', -0.5101132281124592), ('non - stop jam', -0.5397723838686943), ('a bunch of times', -0.5471314880996943)]	"[""That sounds really cool! I'll be there"", 'Awesome map!']"
0	9	[('a lot', -0.21392844803631306), ('of friends', -0.21974708326160908), ('to women', -0.21974880434572697), ('regards to women', -0.23262002132833004), ('with regards to women', -0.23664802126586437)]	['Expected that. Thanks for your valuable feedback', 'That was informative. Thank you']
27	27	[('above me', -0.31951258704066277), ('the guy', -0.32960226759314537), ('an e ##ft', -0.34778616297990084), ('the guy above me', -0.3506929185241461), ('making an e ##ft', -0.3569173696450889)]	['That was so disgusting. VWP', 'Wow, that was insane']
27	27	[('of accident', -0.27677926048636436), ('some sort', -0.28059830516576767), ('the risk', -0.29161104187369347), ('some sort of accident', -0.30158804170787334), ('just too high', -0.3090143380686641)]	['Thank you. I appreciate it', 'Those ears...those horrible ears']
18	18	[('that ', -0.2635864242911339), ('this -LSB-UNK-RSB-', -0.27113987132906914), ('love this -LSB-UNK-RSB-', -0.29378169402480125), ('by -LSB- religion', -0.2944880109280348), ('by -LSB- religion -RSB-', -0.30201850761659443)]	"['I love his reaction. ""That was amazing""', 'Heh I love this']"
7	27	[('they consume', -0.4118412435054779), ('all the porn', -0.41707952320575714)]	['bruh, in what way', 'Is this Dragon Age style?']
27	8	"[('s all', -0.3017509989440441), ('to remain', -0.3023524470627308), (""' s all"", -0.3084915094077587), ('a labour government', -0.30922735296189785), (""that ' s all"", -0.3111969456076622)]"	['Those ears...those horrible ears', 'damn it, you beat me to it']
27	11	[('weird but', -0.26903355680406094)]	['Yeah, this seems weird to me, too', 'Wow, that was insane']
7	7	[('a while', -0.21121378242969513), ('for a while', -0.25358592718839645)]	['bruh, in what way', 'What the fuck are you talking about']
27	13	[('lemon ##s', -0.13665711879730225), ('at restaurants', -0.14136072620749474), ('a little', -0.14730942994356155), ('just yu ##mmy', -0.14966967701911926), ('my water', -0.15038458444178104)]	"['Wow, that was insane', ""That's so creepy""]"
0	17	[('my favorite moments', -0.39378251135349274), ('of my favorite moments', -0.42055436968803406)]	"[""That sounds really cool! I'll be there"", ""he's an awesome bro""]"
0	27	[('in this', -0.3230266198515892), ('get in this', -0.35097358003258705)]	['Happy New Year to you, too!', 'I love your writing style!']
27	22	[('the minimum wage', -0.4090058282017708)]	"['damn it, you beat me to it', ""Nope. Don't need rewards at all""]"
27	27	[('2 approaches', -0.26311506889760494), ('rejection ##s', -0.2710624858736992), ('were rejection ##s', -0.27873897925019264), ('my life', -0.27959450241178274), ('in my life', -0.2856588545255363)]	"['This is a joke, right...?', ""Must be why I'm alive. That sucks""]"
2	27	[('thin fucking ice', -0.22728022933006287), ('on thin fucking ice', -0.24912894144654274)]	['damn it, you beat me to it', 'What the fuck are you talking about']
27	9	[('are dead', -0.2092534452676773), ('the edge', -0.2110455371439457), ('all my friends', -0.24196760170161724)]	['damn it, you beat me to it', 'I’m not crying. You’re crying']
27	3	[('10 days', -0.28526753932237625), ('playing dumb', -0.28666818886995316), ('was still playing dumb', -0.3055489077232778)]	['Yeah, this seems weird to me, too', 'That was so disgusting. VWP']
6	6	"[(""i ' m"", -0.0335012748837471)]"	"[""Genius. I'm so doing this"", 'This is a joke, right...?']"
2	14	[('a horrible take', -0.12415078841149807), ('s a horrible take', -0.1369915585964918)]	['What a waste of money and time', 'damn it, you beat me to it']
2	3	[]	"['""you can\'t arrest me!! I\'m attractive!""', 'This is a joke, right...?']"
27	5	[('is invalid', -0.26198407262563705), ('small game', -0.26555781811475754), ('is bad', -0.26899534836411476), ('is op', -0.26968809589743614), ('your argument', -0.27152686938643456)]	"[""Speak for yourself. YOU don't care"", 'damn it, you beat me to it']"
27	11	[('the ads', -0.15371093153953552), ('between the ads', -0.1670570056885481), ('the complete lack', -0.1760731553658843), ('watching between the ads', -0.17829116340726614)]	['damn it, you beat me to it', 'Those ears...those horrible ears']
27	9	[('a combo', -0.300258532166481), ('into a combo', -0.3133882023394108), ('some angles', -0.32399632036685944), ('its inconsistent', -0.3295875210314989), ('a w ##s ##4', -0.3378294687718153)]	"[""Nope. Don't need rewards at all"", 'Expected that. Thanks for your valuable feedback']"
0	26	[('an end', -0.1073816567659378), ('the rushing record', -0.11982103064656258), ('to an end', -0.12516947835683823), ('the cowboys', -0.130220465362072), ('ti ##ki', -0.13673271238803864)]	['Wow, that was insane', 'Cuddling. Lots of cuddling']
27	20	[('as possible', -0.3455369248986244), ('und ##ate ##able', -0.3479716647416353), ('as date ##able', -0.36471071001142263)]	['Expected that. Thanks for your valuable feedback', 'If you enjoyed it, go for it']
5	24	[('in - law', 0.1344333291053772), ('the va beach area', 0.12182845175266266), ('does this', 0.028095275163650513), ('va beach', 0.01176406443119049)]	"[""That sounds so terrible. I'm very sorry"", 'Thank you. I appreciate it']"
0	26	[('my fa', -0.43902288377285004), ('this video', -0.43993423134088516), ('i ', -0.4400428384542465), ('of times', -0.44163598865270615), ('s awesome', -0.44912008941173553)]	"[""That sounds really cool! I'll be there"", 'This sounds like a great idea!']"
20	4	[('that blu ##nder', -0.01955585926771164)]	['Expected that. Thanks for your valuable feedback', 'That was so disgusting. VWP']
0	4	[('on track', -0.2235032618045807), ('re lost', -0.23812004923820496), ('this sub', -0.24356083944439888), ('a post', -0.24708528071641922), ('not lost', -0.25045404583215714)]	['Expected that. Thanks for your valuable feedback', 'That was informative. Thank you']
0	13	[('feels nice', -0.17312569916248322), ('give up', -0.193466454744339), ('the fun', -0.19443593174219131), ('of it', -0.19745969399809837), ('still surely', -0.19909944757819176)]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
0	0	[('air conditioned', -0.30376770347356796), ('40 degree', -0.328259639441967), ('were air conditioned', -0.33651385456323624), ('a 40 degree day', -0.3701740615069866), ('the extra drive', -0.37603555247187614)]	"[""That sounds really cool! I'll be there"", 'I love his reaction. ""That was amazing""']"
15	15	[('very sweaty', -0.45343878865242004), ('were very sweaty lo', -0.49612980196252465)]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
7	27	[('the video', -0.17438941448926926), ('fit the video', -0.23067785054445267)]	['bruh, in what way', 'Is this [NAME]?']
27	1	[('that much', -0.30010246858000755), ('double digits', -0.30039335042238235), ('by that much', -0.3078014440834522), ('21 point', -0.30900486931204796), ('drew me in', -0.3186104465276003)]	"[""That's a lot of commitment there. 10/10"", ""That's a lot of commitment there. 10/10""]"
27	27	[('the coffin', -0.39433056488633156), ('on the coffin', -0.40534649789333344), ('the face', -0.4079006277024746), ('two times', -0.41795970126986504), ('in the face', -0.42350776493549347)]	['No kill, only hug', 'Cuddling. Lots of cuddling']
15	15	[('thank you', -0.8031072150915861), ('thank you :', -0.8266897820867598)]	"['Thank you for your service', ""I'm also happy you're still here!!""]"
27	27	[('they did', -0.45087793841958046)]	"[""Speak for yourself. YOU don't care"", ""Nope. Don't need rewards at all""]"
3	8	"[('on you', -0.014232181012630463), ('a justice stand ##point', -0.028144195675849915), ('the idea', -0.03604692220687866), (""' m able"", -0.04589863866567612), ('m able', -0.06542716920375824)]"	"[""Don't do that. Only villains do that"", ""I'm also happy you're still here!!""]"
0	27	[('says otherwise', -0.16511286050081253), ('the show', -0.17568987607955933), ('who says otherwise', -0.19809412583708763), ('on the show', -0.2084636054933071), ('anyone who says otherwise', -0.22483454458415508)]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
27	4	[('my view', -0.22170445881783962), ('their situation', -0.22651354409754276), ('s my view', -0.22958499006927013), ('change their situation', -0.23639961332082748), ('are correct or not', -0.2437497670762241)]	"['damn it, you beat me to it', ""Speak for yourself. YOU don't care""]"
7	6	[('went to', -0.27991892397403717), ('ve went to', -0.3124461770057678), (' ve went to', -0.36784980446100235)]	"[""Must be why I'm alive. That sucks"", 'bruh, in what way']"
1	26	[('just about', -0.09010815620422363), ('this pain', -0.0938861183822155), ('my lower back', -0.10402557253837585), ('in my lower back', -0.12199276313185692)]	"[""hey, everything's okay right now?"", 'That was so disgusting. VWP']"
27	1	[('on 59', -0.3214051276445389), ('a traffic jam', -0.325816135853529), ('out of', -0.3367910347878933), ('getting out of', -0.3524615652859211), ('is getting out of', -0.36212655436247587)]	['If you enjoyed it, go for it', 'Expected that. Thanks for your valuable feedback']
3	0	"[(""that ' s adorable"", 0.048769623041152954), ('calling other drivers awful', 0.03363482654094696), ('other drivers', 0.015698105096817017), (""' s adorable"", 0.00846903771162033), ('a jersey driver', -0.008458666503429413)]"	['Wow, that was insane', 'That was so disgusting. VWP']
27	3	[('a relationship', -0.27333830296993256), ('with you', -0.29472715966403484), ('a relationship with you', -0.31308232713490725)]	"[""Speak for yourself. YOU don't care"", 'damn it, you beat me to it']"
27	22	"[(""i '"", -0.1410410013049841), (""i ' ve ever"", -0.1544372634962201)]"	['Cuddling. Lots of cuddling', 'Damn, that was dirty']
2	1	[('pretty shit', -0.19840427488088608), ('that deserves', -0.20077141001820564)]	"['damn it, you beat me to it', ""Didn't realize I'm so famous!""]"
27	27	[('the appeal court', -0.3482520207762718), ('by the appeal court', -0.36530136317014694), ('the judge', -0.3680138327181339), ('imp ##art ##ial', -0.37497543171048164), ('school ##ed', -0.3844862375408411)]	"['damn it, you beat me to it', ""Speak for yourself. YOU don't care""]"
20	20	[('with it', -0.03411925584077835), ('drive off with it', -0.04125098139047623)]	['Expected that. Thanks for your valuable feedback', 'That was so disgusting. VWP']
0	0	[('encountered one', -0.40938233584165573), ('ve never encountered one', -0.4156350679695606)]	['Expected that. Thanks for your valuable feedback', 'That was informative. Thank you']
0	20	[('of retirement', -0.16273631900548935), ('out of retirement', -0.18766780942678452), ('the 5000', -0.20514604449272156), ('the 5000 ##th', -0.22946975007653236), ('for the 5000 ##th', -0.2521362118422985)]	"[""That sounds really cool! I'll be there"", ""I'm also happy you're still here!!""]"
0	0	[('very good', -0.4966151714324951), ('pretty entertaining', -0.5080303773283958), ('was pretty entertaining', -0.5387646928429604), ('it was pretty entertaining', -0.5609331503510475), ('not a musical fan', -0.5684417895972729)]	['Awesome map!', 'This sounds like a great idea!']
27	27	[('to transfer', -0.27815890312194824), ('is about', -0.2830649521201849), ('do ##rk', -0.2876240238547325), ('thinking to transfer', -0.2927990257740021), ('this whole thread', -0.30203269235789776)]	['damn it, you beat me to it', 'That was so disgusting. VWP']
27	1	[(' s', -0.279865313321352), ('get nice', -0.28258727863430977)]	['damn it, you beat me to it', 'Shut up, Mag!']
0	1	[('to put it', -0.21033261716365814), ('put it', -0.21387507766485214), ('om ##g yu ##p', -0.22115463390946388)]	['That was so disgusting. VWP', 'Youre fantastic. Thanks! How cute']
27	27	[('of age', -0.6158807501196861), ('the 90  s', -0.6568825040012598)]	['If you enjoyed it, go for it', 'No kill, only hug']
0	0	[('pretty good', -0.47405263036489487), ('cu ##ah', -0.479667030274868), ('the best 10', -0.49985315278172493), ('was pretty good too', -0.5138794779777527)]	"[""he's an awesome bro"", 'Good for [NAME]. He deserves it']"
0	0	[('was good', -0.4090966507792473), ('the et interview', -0.4475085474550724), ('that hood ##ie strategy', -0.46647558733820915), ('it really was good', -0.4665030539035797)]	"[""That sounds really cool! I'll be there"", 'Happy New Year to you, too!']"
27	7	[]	['What the fuck are you talking about', 'bruh, in what way']
