predicted_labels	true_labels	lil_interpretations	gil_interpretations
4	4	[('count y', -0.8095913082361221), ('Phoenix  , AZ', -0.9574258141219616)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What sound does Olympia , Washington , overlook ?', 'Which U.S. President is buried in Washington , D.C. ?', 'What college enlivens Hanover , New Hampshire ?', 'What is a fear of odors , body , ?', 'What does caliente mean , in English ?', 'What does U.S.S.R. stand for ?']
2	2	[('a micro n', -0.8925500437617302), ('is a micro n', -0.9389952756464481)]	['What is the theory of equivalence states ?', 'How does an ion drive work ?', 'What is the nature of learning ?', 'When is the Tulip Festival in Michigan ?', 'How do you clean an LCD monitor screen ?', 'Who created the character of Scrooge ?', 'What is the function of RAM ?', 'What is the formula to calculate pi ?', 'How do microwaves work ?', 'What are the living conditions in Cuba ?']
5	5	[('what is the temperature', -0.21010154485702515), ('is the temperature', -0.3662177324295044), ('the temperature', -0.5669472515583038)]	['Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What meter was invented by C.C. Magee in 1935 ?', 'Who lives at 24 Sussex Drive , Ottawa ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What dropped 1 , 313 feet in 1980 ?', 'How many furlongs are there in a mile-and-a-quarter recetrack ?', 'Who is John Macarthur , 1767-1834 ?', 'What race is 1 , 137 miles long ?', 'What college enlivens Hanover , New Hampshire ?']
1	1	[('bir d', -0.5423952341079712)]	"['How do you do a topic outline ?', 'What type of food makes you fat ?', 'What is the population of Arcadia , Florida ?', 'What does the name Gina mean ?', 'Where in a tree does photosynthesis occur ?', ""What 's the most common street name in America ?"", 'What do you call a group of geese ?', 'Who owns the rights on a TV program ?', 'What is the population of Kansas ?', 'What type of bridge is the Golden Gate Bridge ?']"
5	5	[]	['Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What meter was invented by C.C. Magee in 1935 ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Who lives at 24 Sussex Drive , Ottawa ?', 'What prison is found in Ossining , New York ?', 'What college enlivens Hanover , New Hampshire ?', 'Who is John Macarthur , 1767-1834 ?', 'What TV show premiered on January 15 , 1981 ?', 'What dropped 1 , 313 feet in 1980 ?']
4	4	[('the U . S', -0.9524698294699192)]	['What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where is the actress , Marion Davies , buried ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What college enlivens Hanover , New Hampshire ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What is a fear of odors , body , ?', 'What does caliente mean , in English ?', 'Which U.S. President is buried in Washington , D.C. ?', 'What sound does Olympia , Washington , overlook ?', 'What prison is found in Ossining , New York ?']
1	1	[('pois on  arrow', -0.2398979663848877), ('on  arrow', -0.3646808862686157), (' arrow', -0.5645902454853058)]	"['How do you do a topic outline ?', 'What was the longest war in U.S. history ?', 'When was the Bill of Rights ratified ?', 'What is the population of Arcadia , Florida ?', 'Who owns the rights on a TV program ?', 'When is the Tulip Festival in Michigan ?', 'What is the population of the United States ?', ""What was the date of CNN 's first broadcast ?"", 'What is the nickname of the Cleveland Indians ?', 'What is the largest county in size in Massachusetts ?']"
2	2	[('acu punct ure', -0.8596658706665039), ('is acu punct ure', -0.9141770526766777)]	['What is the theory of equivalence states ?', 'How does an ion drive work ?', 'When is the Tulip Festival in Michigan ?', 'What is the nature of learning ?', 'How do you clean an LCD monitor screen ?', 'Who created the character of Scrooge ?', 'What are the living conditions in Cuba ?', 'How do microwaves work ?', 'What is the function of RAM ?', 'What is the formula to calculate pi ?']
5	5	[('the state of Alaska', -0.3786165714263916), ('the coast line', -0.623392641544342), ('of Alaska', -0.6936005353927612), ('the state', -0.7001757621765137)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What is a fear of odors , body , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What does U.S.S.R. stand for ?', 'What D.H. Lawrence novel was originally titled Tenderness ?', 'What does caliente mean , in English ?', 'Which U.S. President is buried in Washington , D.C. ?']
3	3	"[(""Neil Armstrong ' s"", -0.20197314023971558)]"	['Who does the voices of the Simpsons ?', 'What is the text of the Fifth Amendment ?', 'Who was Secretary of State during the Nixon administration ?', 'How long is the Coney Island boardwalk ?', 'When was the Bill of Rights ratified ?', 'Who played the title role in My Favorite Martian ?', 'Where did the Wright brothers make their first flight ?', 'What type of bridge is the Golden Gate Bridge ?', 'How long does James Bond like his eggs boiled ?', 'How much did the Iran-Contra investigation cost ?']
1	1	[]	"['How do you do a topic outline ?', 'What is the population of Arcadia , Florida ?', 'What is the population of Kansas ?', 'What type of food makes you fat ?', ""What 's the most common street name in America ?"", 'Where in a tree does photosynthesis occur ?', 'What does the name Gina mean ?', 'When was the Bill of Rights ratified ?', 'How long is the Coney Island boardwalk ?', ""What 's the most common surname in America ?""]"
3	3	[('in 1989', -0.5263990759849548)]	"['Who does the voices of the Simpsons ?', 'When was the Bill of Rights ratified ?', 'What is the text of the Fifth Amendment ?', 'Who was Secretary of State during the Nixon administration ?', 'What was the longest war in U.S. history ?', 'Who was The Pride of the Yankees ?', 'How long is the Coney Island boardwalk ?', 'How many colonies were involved in the American Revolution ?', 'Who was chief engineer of the Starship Enterprise ?', ""What was the date of CNN 's first broadcast ?""]"
5	5	[]	['Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What meter was invented by C.C. Magee in 1935 ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Who lives at 24 Sussex Drive , Ottawa ?', 'What prison is found in Ossining , New York ?', 'What college enlivens Hanover , New Hampshire ?', 'What TV show premiered on January 15 , 1981 ?', 'What dropped 1 , 313 feet in 1980 ?', 'Who is John Macarthur , 1767-1834 ?']
1	1	[('prevent osteo por osis', -0.3100026845932007), ('osteo por osis', -0.455105721950531)]	['How do you do a topic outline ?', 'What type of food makes you fat ?', 'What is the population of Arcadia , Florida ?', 'When was the Bill of Rights ratified ?', 'What was the longest war in U.S. history ?', 'Who owns the rights on a TV program ?', 'What is the nickname of the Cleveland Indians ?', 'What is the largest shopping mall in the world ?', 'What is the population of the United States ?', 'What is the population of Kansas ?']
5	5	[('the Chicago Cu bs', -0.28807395696640015), ('won the World Series', -0.3258487582206726), ('the World Series', -0.4912813901901245)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What is a fear of odors , body , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What does caliente mean , in English ?', 'What does U.S.S.R. stand for ?', 'What D.H. Lawrence novel was originally titled Tenderness ?', 'Which U.S. President is buried in Washington , D.C. ?']
4	4	[('Per th', -0.8043628036975861), ('is Per th', -0.8836488425731659), ('Where is Per th', -0.9425166621804237)]	['What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What college enlivens Hanover , New Hampshire ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What prison is found in Ossining , New York ?', 'What does caliente mean , in English ?', 'Where is the actress , Marion Davies , buried ?', 'Which U.S. President is buried in Washington , D.C. ?', 'What bay sparkles next to Miami , Florida ?', 'What is a fear of odors , body , ?']
5	5	[(' WW II', -0.35048896074295044)]	['Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What sound does Olympia , Washington , overlook ?', 'Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What is a fear of odors , body , ?', 'What meter was invented by C.C. Magee in 1935 ?', 'What does U.S.S.R. stand for ?', 'What D.H. Lawrence novel was originally titled Tenderness ?', 'What college enlivens Hanover , New Hampshire ?']
5	5	[('of a golf ball', -0.22572141885757446), ('a golf ball', -0.3810863494873047)]	['Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What meter was invented by C.C. Magee in 1935 ?', 'What sound does Olympia , Washington , overlook ?', 'Who lives at 24 Sussex Drive , Ottawa ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What is a fear of odors , body , ?', 'What prison is found in Ossining , New York ?', 'How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What college enlivens Hanover , New Hampshire ?']
2	2	[]	['When is the Tulip Festival in Michigan ?', 'What is the theory of equivalence states ?', 'How does an ion drive work ?', 'What is the nature of learning ?', 'How do you clean an LCD monitor screen ?', 'What is the function of RAM ?', 'How do microwaves work ?', 'Who created the character of Scrooge ?', 'What is the formula to calculate pi ?', 'What are the living conditions in Cuba ?']
3	3	[('Who discovered America', -0.382518470287323), ('discovered America', -0.5667223334312439)]	['Who was Secretary of State during the Nixon administration ?', 'Who does the voices of the Simpsons ?', 'When was the Bill of Rights ratified ?', 'What was the longest war in U.S. history ?', 'What is the text of the Fifth Amendment ?', 'Who was The Pride of the Yankees ?', 'Where did the Wright brothers make their first flight ?', 'Who was chief engineer of the Starship Enterprise ?', 'How much did the Iran-Contra investigation cost ?', 'How long is the Coney Island boardwalk ?']
5	5	[]	['Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What sound does Olympia , Washington , overlook ?', 'What meter was invented by C.C. Magee in 1935 ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What is a fear of odors , body , ?', 'Who lives at 24 Sussex Drive , Ottawa ?', 'What college enlivens Hanover , New Hampshire ?', 'How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What prison is found in Ossining , New York ?']
3	3	[('was un mar ried', -0.33699631690979004), ('un mar ried', -0.44946420192718506)]	['When was the Bill of Rights ratified ?', 'Who does the voices of the Simpsons ?', 'What is the text of the Fifth Amendment ?', 'What was the longest war in U.S. history ?', 'Who was Secretary of State during the Nixon administration ?', 'Who was the 3rd president of the United States ?', 'What type of bridge is the Golden Gate Bridge ?', 'Who was the 16th President of the United States ?', 'Where did the Wright brothers make their first flight ?', 'How long is the Coney Island boardwalk ?']
5	5	[('Mil ky Way', -0.34579211473464966)]	['Where was the Ligurian Republic , 1797-185 , ?', 'Where is the actress , Marion Davies , buried ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What sound does Olympia , Washington , overlook ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What is a fear of odors , body , ?', 'What meter was invented by C.C. Magee in 1935 ?', 'What does U.S.S.R. stand for ?', 'What D.H. Lawrence novel was originally titled Tenderness ?', 'Which U.S. President is buried in Washington , D.C. ?']
5	5	[('which season', -0.6267203092575073)]	['Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What meter was invented by C.C. Magee in 1935 ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What prison is found in Ossining , New York ?', 'What TV show premiered on January 15 , 1981 ?', 'Where was helium first discovered , hence its name ?', 'How many furlongs are there in a mile-and-a-quarter recetrack ?', 'Who became president of the U.S. in 1789 ?', 'What were Baffin , Frobisher and Franklin looking for ?']
2	2	[('is Wimbledon', -0.8441817760467529), ('What is Wimbledon', -0.9088262692093849)]	"['When is the Tulip Festival in Michigan ?', 'What is the theory of equivalence states ?', 'When was the Bill of Rights ratified ?', 'What are the current immigration laws in US ?', 'Who created the character of Scrooge ?', 'What is the English meaning of caliente ?', 'What is the function of RAM ?', 'What is the Home Rule Act ?', 'What was the longest war in U.S. history ?', ""What is a `` node '' in computer terms ?""]"
5	5	[('for a cat', -0.4313194751739502), ('a cat', -0.5980570316314697)]	['Where was the Cisalpine Republic , 1797-185 , ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What meter was invented by C.C. Magee in 1935 ?', 'Who lives at 24 Sussex Drive , Ottawa ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'How many furlongs are there in a mile-and-a-quarter recetrack ?', 'Who is John Macarthur , 1767-1834 ?', 'What prison is found in Ossining , New York ?', 'What college enlivens Hanover , New Hampshire ?', 'What race is 1 , 137 miles long ?']
5	5	[('a nauti cal mile', -0.33938419818878174)]	['Where was the Cisalpine Republic , 1797-185 , ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What meter was invented by C.C. Magee in 1935 ?', 'What is a fear of odors , body , ?', 'What D.H. Lawrence novel was originally titled Tenderness ?', 'Which U.S. President is buried in Washington , D.C. ?', 'What does U.S.S.R. stand for ?']
3	3	[('in 1859', -0.6108124852180481)]	['Where is the actress , Marion Davies , buried ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What is a fear of odors , body , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What does caliente mean , in English ?', 'What college enlivens Hanover , New Hampshire ?', 'What are Cobol , Fortran , and Pascal ?', 'What D.H. Lawrence novel was originally titled Tenderness ?']
2	2	[]	"['When is the Tulip Festival in Michigan ?', ""What 's the Fahrenheit equivalent of zero degrees centigrade ?"", 'When was the Bill of Rights ratified ?', 'What does each of the utilities cost in Monopoly ?', 'What is the Pennsylvania state income tax rate ?', 'What was the longest war in U.S. history ?', 'What happened during the Blackhawk Indian war of 1832 ?', 'What are the current immigration laws in US ?', ""What is a `` node '' in computer terms ?"", ""What 's the third month of the Gregorian calendar ?""]"
1	1	[('to go into space', -0.2702416181564331), ('go into space', -0.41897183656692505), ('into space', -0.5784051716327667)]	"['How do you do a topic outline ?', 'Who owns the rights on a TV program ?', ""What was the date of CNN 's first broadcast ?"", 'When was the Bill of Rights ratified ?', 'What was the longest war in U.S. history ?', 'What is the population of Arcadia , Florida ?', 'What does the name Gina mean ?', 'What type of food makes you fat ?', 'What is the text of the Fifth Amendment ?', 'What is widely used to detect birth defects ?']"
2	2	[('e closure', -0.8201936781406403), ('for e closure', -0.8737384676933289), ('is for e closure', -0.928614467382431)]	"['When is the Tulip Festival in Michigan ?', 'What are the current immigration laws in US ?', 'When was the Bill of Rights ratified ?', 'What is the theory of equivalence states ?', 'What is the Home Rule Act ?', ""What is a `` node '' in computer terms ?"", 'Who created the character of Scrooge ?', 'What is the function of RAM ?', 'How do you clean an LCD monitor screen ?', 'What does each of the utilities cost in Monopoly ?']"
2	1	[('near Kentucky', -0.7344986796379089)]	"['What is the population of Arcadia , Florida ?', 'How do you do a topic outline ?', 'What is the speed of the Mississippi River ?', 'What is the speed of the Mississippi River ?', 'What is the speed of the Mississippi River ?', ""What 's the Fahrenheit equivalent of zero degrees centigrade ?"", 'How long is the Coney Island boardwalk ?', ""What is a `` node '' in computer terms ?"", 'What U.S. state borders Illinois to the north ?', 'When is the Tulip Festival in Michigan ?']"
4	4	[('the Holland Tunnel', -0.8602617681026459)]	"['What is Head Start ?', 'How far away is the moon ?', ""Where 's the Bernini-Bristol Hotel ?"", 'What is the location of Edinburgh , Scotland ?', ""Where 's the 19th hole on a golf course ?"", 'What lake is Sheboygan on ?', 'How far is Yaroslavl from Moscow ?', 'What city is Logan Airport in ?', 'What direction do the best surfing beaches face ?', 'Name a South African diamond producer ?']"
3	3	[('Amazing Grace', -0.60081747174263)]	['Who does the voices of the Simpsons ?', 'What is the text of the Fifth Amendment ?', 'Who was Secretary of State during the Nixon administration ?', 'When was the Bill of Rights ratified ?', 'How much did the Iran-Contra investigation cost ?', 'Who was The Pride of the Yankees ?', 'Who was chief engineer of the Starship Enterprise ?', 'How long is the Coney Island boardwalk ?', 'What was the longest war in U.S. history ?', 'Where did the Wright brothers make their first flight ?']
3	3	[('play in baseball', -0.36188310384750366), ('Willie Davis', -0.5439961850643158), ('in baseball', -0.5616912841796875)]	['Who was Secretary of State during the Nixon administration ?', 'Who does the voices of the Simpsons ?', 'What is the text of the Fifth Amendment ?', 'Who played the title role in My Favorite Martian ?', 'Who appointed the chair of the Federal Reserve ?', 'In what year did Thatcher become prime minister ?', 'Who was chief engineer of the Starship Enterprise ?', 'Who was the first governor of West Virginia ?', 'What is the lowest level of the American judiciary ?', 'Who received the Will Rogers Award in 1989 ?']
2	2	[]	['What is the theory of equivalence states ?', 'How does an ion drive work ?', 'How do you clean an LCD monitor screen ?', 'What is the nature of learning ?', 'Who created the character of Scrooge ?', 'When is the Tulip Festival in Michigan ?', 'What are the living conditions in Cuba ?', 'What is the function of RAM ?', 'What is the formula to calculate pi ?', 'How do microwaves work ?']
2	2	[('sever ance', -0.8481622487306595), ('sever ance pay', -0.9036756604909897), ('is sever ance pay', -0.9484462589025497)]	"['When is the Tulip Festival in Michigan ?', 'What is the theory of equivalence states ?', ""What 's the Fahrenheit equivalent of zero degrees centigrade ?"", 'What are the current immigration laws in US ?', 'What does each of the utilities cost in Monopoly ?', 'When was the Bill of Rights ratified ?', 'What is the formula to calculate pi ?', ""What is a `` node '' in computer terms ?"", 'What is the Home Rule Act ?', 'What is the Pennsylvania state income tax rate ?']"
1	1	"[(""Roy Roger ' s"", -0.3041110634803772)]"	"['How do you do a topic outline ?', 'Who owns the rights on a TV program ?', 'What was the longest war in U.S. history ?', 'What type of food makes you fat ?', 'Where in a tree does photosynthesis occur ?', 'What does the name Gina mean ?', 'What is the population of Arcadia , Florida ?', ""What 's the most common street name in America ?"", ""What 's the most common surname in America ?"", 'When was the Bill of Rights ratified ?']"
4	4	[('the National Archives', -0.8390141874551773)]	"['What is Head Start ?', 'How far away is the moon ?', ""Where 's the Bernini-Bristol Hotel ?"", 'What is the location of Edinburgh , Scotland ?', ""Where 's the 19th hole on a golf course ?"", 'How far is Yaroslavl from Moscow ?', 'What lake is Sheboygan on ?', 'Name a South African diamond producer ?', 'Where is the largest dam in the world ?', 'Where is your corpus callosum ?']"
1	1	[]	['How do you do a topic outline ?', 'What type of food makes you fat ?', 'What was the longest war in U.S. history ?', 'When was the Bill of Rights ratified ?', 'What does the name Gina mean ?', 'Who owns the rights on a TV program ?', 'What is the nickname of the Cleveland Indians ?', 'What is the population of Arcadia , Florida ?', 'How does marijuana lead to other drugs ?', 'How long does cocaine stay in your system ?']
1	1	[('in the human body', -0.12658202648162842), ('the human body', -0.2516709566116333)]	"['How do you do a topic outline ?', 'What type of food makes you fat ?', 'Where in a tree does photosynthesis occur ?', 'Who owns the rights on a TV program ?', 'What is the population of Arcadia , Florida ?', 'What does the name Gina mean ?', 'What animal causes the biggest threat to humans ?', ""What 's the most common street name in America ?"", 'What type of bridge is the Golden Gate Bridge ?', 'How long does cocaine stay in your system ?']"
1	1	[]	"['How do you do a topic outline ?', 'Who owns the rights on a TV program ?', 'What was the longest war in U.S. history ?', ""What was the date of CNN 's first broadcast ?"", 'When was the Bill of Rights ratified ?', 'What is the population of Kansas ?', 'What is the population of Arcadia , Florida ?', 'What is the text of the Fifth Amendment ?', 'How long is the Coney Island boardwalk ?', 'Who released the Internet worm in the late 1980s ?']"
2	2	[('Phi Beta Kapp', -0.8471401035785675)]	"['What is the theory of equivalence states ?', 'When is the Tulip Festival in Michigan ?', ""What is a `` node '' in computer terms ?"", 'What are the current immigration laws in US ?', 'What is the English meaning of caliente ?', 'When was the Bill of Rights ratified ?', 'What is the Home Rule Act ?', ""What 's the Fahrenheit equivalent of zero degrees centigrade ?"", 'What is the purpose of BIOS ?', 'What is the function of RAM ?']"
2	2	[(' nico tine', -0.8924998417496681), ('is  nico tine', -0.9401379339396954)]	['What is the theory of equivalence states ?', 'Who created the character of Scrooge ?', 'How do you clean an LCD monitor screen ?', 'What is the nature of learning ?', 'What are the living conditions in Cuba ?', 'How does an ion drive work ?', 'When is the Tulip Festival in Michigan ?', 'What is the temperature today ?', 'What is the formula to calculate pi ?', 'What is the meaning of thalassemia ?']
1	1	[('for vitamin B 1', -0.4155294895172119), ('vitamin B 1', -0.5141866505146027)]	"['How do you do a topic outline ?', 'What type of food makes you fat ?', 'How does marijuana lead to other drugs ?', 'What does the word affiant mean ?', 'What was the longest war in U.S. history ?', 'What is the nickname of the Cleveland Indians ?', 'Name a medicine commonly used to combat AIDS ?', 'Where in a tree does photosynthesis occur ?', 'What is the largest county in size in Massachusetts ?', ""What was the date of CNN 's first broadcast ?""]"
3	3	[('Who discovered radi um', -0.22812455892562866), ('discovered radi um', -0.3857495188713074), ('radi um', -0.5634948909282684)]	['Who does the voices of the Simpsons ?', 'Who was Secretary of State during the Nixon administration ?', 'What is the text of the Fifth Amendment ?', 'How much did the Iran-Contra investigation cost ?', 'When was the Bill of Rights ratified ?', 'Who was chief engineer of the Starship Enterprise ?', 'What type of bridge is the Golden Gate Bridge ?', 'Who was The Pride of the Yankees ?', 'Where did the Wright brothers make their first flight ?', 'How long is the Coney Island boardwalk ?']
2	2	[('sun spot', -0.8026487976312637), ('sun spot s', -0.8790257349610329)]	"['What exactly , specifically does sleep do for you ?', 'What is the theory of equivalence states ?', 'What is the temperature today ?', 'What is Toulmin logic ?', 'How does an ion drive work ?', 'What is the nature of learning ?', ""What 's a Craps player called ?"", 'What does it take to become a lawyer ?', 'What are the living conditions in Cuba ?', ""What cigarette is `` a whole new world '' ?""]"
5	5	[('Al geria', -0.5686276257038116)]	['Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What meter was invented by C.C. Magee in 1935 ?', 'What prison is found in Ossining , New York ?', 'What is a fear of odors , body , ?', 'What college enlivens Hanover , New Hampshire ?', 'What sound does Olympia , Washington , overlook ?', 'Who lives at 24 Sussex Drive , Ottawa ?', 'Which U.S. President is buried in Washington , D.C. ?']
3	3	[('part of their uniform', -0.26746731996536255), ('of their uniform', -0.38933539390563965), ('their uniform', -0.5407938659191132), ('the first', -0.5585757195949554)]	['Who does the voices of the Simpsons ?', 'When was the Bill of Rights ratified ?', 'What is the text of the Fifth Amendment ?', 'Who was Secretary of State during the Nixon administration ?', 'What was the longest war in U.S. history ?', 'Who was The Pride of the Yankees ?', 'How long is the Coney Island boardwalk ?', 'Where did the Wright brothers make their first flight ?', 'How many colonies were involved in the American Revolution ?', 'Who was the 3rd president of the United States ?']
4	4	[('is Egypt on', -0.8873249664902687)]	['What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where is the actress , Marion Davies , buried ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What college enlivens Hanover , New Hampshire ?', 'What is a fear of odors , body , ?', 'What does caliente mean , in English ?', 'What sound does Olympia , Washington , overlook ?', 'Which U.S. President is buried in Washington , D.C. ?', 'What prison is found in Ossining , New York ?']
4	4	[('the capital', -0.7762795984745026), ('of Mongolia', -0.7859884053468704)]	['What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where is the actress , Marion Davies , buried ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What is a fear of odors , body , ?', 'What sound does Olympia , Washington , overlook ?', 'What college enlivens Hanover , New Hampshire ?', 'What does caliente mean , in English ?', 'Which U.S. President is buried in Washington , D.C. ?', 'What prison is found in Ossining , New York ?']
2	2	[]	"['What is the theory of equivalence states ?', 'When is the Tulip Festival in Michigan ?', 'What is the nature of learning ?', 'Who created the character of Scrooge ?', 'How do you clean an LCD monitor screen ?', 'What is the English meaning of caliente ?', 'How does an ion drive work ?', 'What is the formula to calculate pi ?', ""What cigarette is `` a whole new world '' ?"", 'What are the living conditions in Cuba ?']"
4	4	[('which colon y', -0.7509171366691589), ('te which colon y', -0.8435138016939163)]	['Where is the actress , Marion Davies , buried ?', 'What sound does Olympia , Washington , overlook ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'What is a fear of odors , body , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What does U.S.S.R. stand for ?', 'What D.H. Lawrence novel was originally titled Tenderness ?', 'What does caliente mean , in English ?', 'Which U.S. President is buried in Washington , D.C. ?']
4	4	[('geo graphic', -0.8181601017713547), ('lower 48', -0.823882445693016), ('the lower 48 states', -0.9462944455444813), ('the geo graphic center', -0.9468556120991707)]	['What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'Where is the actress , Marion Davies , buried ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What college enlivens Hanover , New Hampshire ?', 'Which U.S. President is buried in Washington , D.C. ?', 'What is a fear of odors , body , ?', 'What does caliente mean , in English ?', 'What does U.S.S.R. stand for ?', 'What sound does Olympia , Washington , overlook ?']
2	2	[('ob tuse', -0.8468946516513824)]	['What is the theory of equivalence states ?', 'How do you clean an LCD monitor screen ?', 'How does an ion drive work ?', 'What is the formula to calculate pi ?', 'Who created the character of Scrooge ?', 'What is the nature of learning ?', 'When is the Tulip Festival in Michigan ?', 'What is the function of RAM ?', 'What are the living conditions in Cuba ?', 'What is the temperature today ?']
2	2	[('poly mers', -0.8043709397315979), ('are poly mers', -0.8733726739883423), ('What are poly mers', -0.9247615188360214)]	"['What is Toulmin logic ?', ""What is `` cat scratch fever '' ?"", 'What exactly , specifically does sleep do for you ?', ""What 's the home of the Rockettes ?"", ""What is the `` 7-minute cigarette '' ?"", 'What is the theory of equivalence states ?', ""What are the lyrics to `` Smelly Cat '' ?"", 'What is a urologist ?', ""What cigarette is `` a whole new world '' ?"", ""What 's a Craps player called ?""]"
5	5	[('in the Caribbean', -0.39593571424484253), ('the Caribbean', -0.579299658536911)]	['Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What meter was invented by C.C. Magee in 1935 ?', 'What sound does Olympia , Washington , overlook ?', 'What is a fear of odors , body , ?', 'What prison is found in Ossining , New York ?', 'Where is the actress , Marion Davies , buried ?', 'Which U.S. President is buried in Washington , D.C. ?', 'What college enlivens Hanover , New Hampshire ?']
4	4	[('Ma una Lo a', -0.9494446776807308)]	['What are Kythnos , Siphnos , Seriphos and Mykonos ?', 'What college enlivens Hanover , New Hampshire ?', 'Where was the Ligurian Republic , 1797-185 , ?', 'Where was the Cisalpine Republic , 1797-185 , ?', 'What prison is found in Ossining , New York ?', 'Where is the actress , Marion Davies , buried ?', 'What does caliente mean , in English ?', 'Which U.S. President is buried in Washington , D.C. ?', 'What bay sparkles next to Miami , Florida ?', 'What is a fear of odors , body , ?']
1	1	[('the Northern Light s', -0.24673742055892944), ('astronomi c', -0.5903726518154144)]	"['What was the longest war in U.S. history ?', 'How do you do a topic outline ?', 'What is the nickname of the Cleveland Indians ?', ""What was the date of CNN 's first broadcast ?"", 'What is the largest county in size in Massachusetts ?', 'When was the Bill of Rights ratified ?', 'Who owns the rights on a TV program ?', 'What is the protection rate of using condoms ?', 'What is widely used to detect birth defects ?', 'What is the largest shopping mall in the world ?']"
