predicted_labels	true_labels	lil_interpretations	gil_interpretations
4	4	"[('the en ##qui ##rer', -0.5183849632740021), (""city ' s"", -0.6480636894702911)]"	['Who wrote The Godfather ?', 'Where is Romania located ?']
3	3	[]	['Who developed the first polio vaccine ?', 'Who won the Battle of Gettysburg ?']
1	1	[('backbone ##s', -0.11586779356002808), ('have backbone ##s called', -0.17758500576019287)]	['What does the Peugeot company manufacture ?', 'What type is a snail ?']
5	5	[('of copper', -0.4633297622203827)]	['What are binomial coefficients ?', 'What exactly is radiation ?']
4	4	[]	['Where is Romania located ?', 'Where is Logan Airport ?']
3	3	[('the united states', -0.9105215445160866), ('of the united states', -0.9510773308575153)]	['Who painted the Sistine Chapel ?', 'Who won the Battle of Gettysburg ?']
5	5	[]	['What are binomial coefficients ?', 'What U.S. Government agency registers trademarks ?']
2	2	[('acid rain', -0.5625088214874268), ('of acid rain', -0.7057348191738129)]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
5	5	[('the united states', -0.22799479961395264), ('the draft', -0.3922576904296875)]	['What U.S. Government agency registers trademarks ?', 'When did Charles Lindbergh die ?']
5	5	[('of light', -0.5219255089759827), ('the speed', -0.5574902594089508), ('the speed of light', -0.7269090116024017)]	['What U.S. Government agency registers trademarks ?', 'How fast is light ?']
4	4	[('is montreal in', -0.7865132093429565)]	['Where is Romania located ?', 'What province is Edmonton located in ?']
1	4	[('the twin towers', -0.47214898467063904), ('as the twin towers', -0.5436350107192993)]	['Who wrote The Godfather ?', 'Who won the Battle of Gettysburg ?']
2	2	[('is fungus', -0.3083573132753372), ('what is fungus', -0.40121275931596756)]	['What does the Peugeot company manufacture ?', 'What is a 2-sided object called ?']
1	1	[('the netherlands', -0.27807295322418213), ('in the netherlands', -0.30812159180641174), ('most frequently', -0.31418702006340027)]	['What causes tuberculosis ?', 'What does the Peugeot company manufacture ?']
2	2	[('sodium chloride', -0.4905841648578644), ('is sodium chloride', -0.5513366013765335), ('what is sodium chloride', -0.5954713337123394)]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
1	1	[('domino ##es', -0.16045990586280823), ('on domino ##es', -0.18654629588127136)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
5	5	[('how many', -0.5409242510795593), ('a ton', -0.5710775554180145), ('in a ton', -0.6732624769210815)]	['What U.S. Government agency registers trademarks ?', 'How long does a dog sleep ?']
2	2	[('is influenza', -0.5381270498037338), ('what is influenza', -0.63565693795681)]	['What is endometriosis ?', 'What causes tuberculosis ?']
2	2	[]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
5	5	[('the mona lisa', -0.3024204969406128)]	['When did Iraqi troops invade Kuwait ?', 'When did Charles Lindbergh die ?']
2	2	[('sitting shiva', -0.7216734886169434)]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
5	1	[('madrid , spain', -0.20170021057128906), ('in madrid , spain', -0.27830880880355835)]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
4	4	[('north america', -0.20557191967964172), ('to georgia', -0.2613329738378525), ('from maine', -0.2629537358880043), ('in north america', -0.27024784684181213)]	"[""How large is Missouri 's population ?"", 'How big is the largest diamond ?']"
1	1	[('plastic made of', -0.23539257049560547), ('made of', -0.2413788139820099), ('is plastic made of', -0.27475228905677795)]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
5	5	[('of nigeria', -0.3313679099082947), ('the population', -0.4485962986946106)]	['What are binomial coefficients ?', 'What is the population of Kansas ?']
2	2	[]	['How does a hydroelectric dam work ?', 'What are binomial coefficients ?']
4	4	[('the grand canyon', -0.8240583539009094)]	['Where is Romania located ?', 'Where is Guam ?']
3	3	[('the telephone', -0.6688701510429382), ('invented the telephone', -0.7967728674411774), ('who invented the telephone', -0.8873107805848122)]	['Who developed the first polio vaccine ?', 'Who won the Battle of Gettysburg ?']
5	5	[('buy alaska', -0.21575069427490234)]	['What U.S. Government agency registers trademarks ?', 'When did Charles Lindbergh die ?']
1	3	[('the leader', -0.027386784553527832), ('of ireland', -0.05427327752113342), ('the leader of ireland', -0.22736407816410065)]	['What are binomial coefficients ?', 'What actor first portrayed James Bond ?']
5	5	[('of water', -0.5384642481803894), ('a cubic foot', -0.563156008720398), ('in a cubic foot', -0.638624519109726)]	['What U.S. Government agency registers trademarks ?', 'How long does a dog sleep ?']
4	1	[('the legislative branch', -0.20657069981098175), ('of the legislative branch', -0.2629975639283657)]	['What are binomial coefficients ?', 'What are the alveoli ?']
2	2	[('is sonar', -0.6591707319021225), ('what is sonar', -0.7551578357815742)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
4	4	[('most people', -0.5453854501247406)]	['Where is Romania located ?', 'Where is Glasgow ?']
2	2	[('is phosphorus', -0.5189336836338043), ('what is phosphorus', -0.576790988445282)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
4	4	[('tran ##quil ##ity', -0.7469216585159302), ('the sea', -0.7556386440992355), ('of tran ##quil ##ity', -0.8401891216635704)]	['Where is Romania located ?', 'Where is Mozambique located ?']
5	5	[('is sound', -0.4762082099914551), ('how fast', -0.5056743323802948), ('how fast is sound', -0.5429227948188782)]	['How fast is light ?', 'What are binomial coefficients ?']
4	4	[('produced in', -0.570718914270401), ('co ##gna ##c', -0.7106958776712418)]	['Where is Romania located ?', 'What province is Edmonton located in ?']
5	2	"[(""valentine ' s"", -0.09468734264373779)]"	['What is Candlemas Day ?', 'When is Bastille Day ?']
2	2	[('gray hair', -0.313543438911438), ('causes gray hair', -0.4260503426194191), ('what causes gray hair', -0.46894950047135353)]	['What causes tuberculosis ?', 'What causes pneumonia ?']
2	2	[('hyper ##tension', -0.6231237798929214), ('is hyper ##tension', -0.7334603294730186), ('what is hyper ##tension', -0.8040974251925945)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
2	2	[('is bandwidth', -0.5226656347513199), ('what is bandwidth', -0.5720081105828285)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
4	4	[('the u . s', -0.5100586600601673)]	['What U.S. Government agency registers trademarks ?', 'How many people in America snore ?']
2	2	[('a parasite', -0.5273089855909348), ('is a parasite', -0.6180575042963028), ('what is a parasite', -0.7106417380273342)]	['What is a 2-sided object called ?', 'What are binomial coefficients ?']
2	2	[('home equity', -0.664804682135582), ('is home equity', -0.735588476061821), ('what is home equity', -0.7903555352240801)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
2	2	[('meteor ##ologists', -0.5821402370929718)]	['How does a hydroelectric dam work ?', 'How does hair curl ?']
2	1	[('legally blind', -0.4391191154718399), ('being legally blind', -0.5520021840929985), ('for being legally blind', -0.6252790875732899)]	['What are binomial coefficients ?', 'What is the function of RAM ?']
3	3	[('the world', -0.8085098713636398), ('in the world', -0.891184039413929)]	['Who won the Battle of Gettysburg ?', 'Who developed the first polio vaccine ?']
4	4	[]	['Where is Romania located ?', 'Where is Guam ?']
1	1	[('in 1903', -0.04766756296157837), ('in ##vent', -0.057088375091552734), ('howard smith', -0.11184942722320557)]	['What are binomial coefficients ?', 'What does the Peugeot company manufacture ?']
1	1	[('of liberty', -0.029444217681884766), ('made of', -0.10052850842475891), ('the statue', -0.17198446393013)]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
2	2	[('pi ##lates', -0.6578826159238815), ('is pi ##lates', -0.7511910274624825), ('what is pi ##lates', -0.8180055171251297)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
4	4	[]	['Where is Romania located ?', 'Where is Guam ?']
5	5	[('of the nile river', -0.2177160382270813), ('the nile river', -0.22701632976531982)]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
2	2	[]	['How does a hydroelectric dam work ?', 'What does the Peugeot company manufacture ?']
5	5	[]	['What U.S. Government agency registers trademarks ?', 'What is federal income tax ?']
3	3	[('the brooklyn dodgers', -0.8930326104164124), ('for the brooklyn dodgers', -0.9371447451412678)]	['Who won the Battle of Gettysburg ?', 'Who developed the first polio vaccine ?']
3	3	[('of canada', -0.8094469755887985)]	['Who painted the Sistine Chapel ?', 'Who won the Battle of Gettysburg ?']
5	5	[('how many', -0.4437200129032135)]	['What U.S. Government agency registers trademarks ?', 'How many people died on D-Day ?']
1	1	[('glenn miller', -0.4964078664779663), ('did glenn miller play', -0.610645055770874)]	['Who painted the Sistine Chapel ?', 'Who won the Battle of Gettysburg ?']
5	5	[('when she died', -0.18151026964187622), ('joan of arc', -0.19224578142166138), ('of arc', -0.23079729080200195), ('she died', -0.27683043479919434)]	['What U.S. Government agency registers trademarks ?', 'What year was the NAACP founded ?']
2	2	[]	['What are binomial coefficients ?', 'What is the plural of gulf ?']
2	2	[('diane ##tics', -0.6642606854438782), ('is diane ##tics', -0.7437843233346939), ('what is diane ##tics', -0.8243620730936527)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
4	4	[('of ethiopia', -0.6947803199291229), ('the capital', -0.7496805638074875)]	['Where is Romania located ?', 'Where is Mozambique located ?']
5	5	[('is an elephant pregnant', -0.35406047105789185), ('how long', -0.4505161643028259), ('an elephant', -0.4625454545021057)]	['What U.S. Government agency registers trademarks ?', 'How long does a dog sleep ?']
2	2	[]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
1	1	[('in iceland', 0.07764804363250732)]	['What does the Peugeot company manufacture ?', 'What are binomial coefficients ?']
2	2	[('am radio stations', -0.3854793831706047), ('fm radio stations', -0.3883003816008568)]	['What is a transistor ?', 'What are field effect transistors ?']
3	3	[('the u . s', -0.8663296476006508)]	['What U.S. Government agency registers trademarks ?', 'How many people died on D-Day ?']
2	2	[('pe ##yo ##te', -0.6256092414259911), ('is pe ##yo ##te', -0.6718901172280312)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
2	2	[]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
2	2	[('vis ##cos ##ity', -0.7058588415384293), ('is vis ##cos ##ity', -0.7772171050310135)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
5	5	[('become a state', -0.2832902669906616), ('a state', -0.3081699013710022)]	['When did Charles Lindbergh die ?', 'What year was the NAACP founded ?']
1	0	[('the abbreviation', 0.017173588275909424), ('for texas', -0.029944121837615967)]	['What is the plural of gulf ?', 'What are binomial coefficients ?']
2	1	[('out of', -0.4198962599039078), ('made out of', -0.4790666699409485)]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
4	4	[('the body', -0.49200500547885895), ('a mortar ##board', -0.5426364839076996), ('a mortar ##board worn', -0.6289631128311157), ('on the body', -0.632766529917717)]	['Where is Romania located ?', 'Where is Glasgow ?']
2	0	[('stand for', -0.5726383849978447)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
2	2	[('the chun ##nel', -0.680068239569664), ('is the chun ##nel', -0.7247526347637177)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
4	4	[('hitler buried', -0.6445494592189789), ('is hitler buried', -0.8251657336950302), ('where is hitler buried', -0.9114101976156235)]	['Where is Glasgow ?', 'Where is Amsterdam ?']
2	2	[('ant ##ac ##ids', -0.4812161475419998), ('are ant ##ac ##ids', -0.5368662923574448)]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
2	2	[]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
2	2	[]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
2	2	[]	['How does a hydroelectric dam work ?', 'What are binomial coefficients ?']
2	2	[]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
4	4	[('the u . s', -0.7659139484167099)]	['Where is Romania located ?', 'Where is Guam ?']
2	1	[('foot and mouth', -0.658435195684433)]	['What is endometriosis ?', 'What is probability theory ?']
5	5	[('a dollar bill', -0.5351201891899109), ('of a dollar bill', -0.6489239633083344)]	['What U.S. Government agency registers trademarks ?', 'What are binomial coefficients ?']
1	1	[('a professional map drawer', -0.3196845054626465)]	['How does a hydroelectric dam work ?', 'How does a copier work ?']
2	2	[]	['What does the Peugeot company manufacture ?', 'What exactly is radiation ?']
2	2	[('hybrid ##ization', -0.7120711654424667), ('is hybrid ##ization', -0.8237759098410606), ('what is hybrid ##ization', -0.8922231309115887)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
1	1	[('is indigo', -0.3275611996650696), ('what color', -0.4626767337322235), ('what color is indigo', -0.6099016070365906)]	['What is your favorite color ?', 'What color are tennis balls ?']
5	5	[('in italy', -0.3348548412322998), ('a car', -0.4697301685810089), ('to be', -0.474077045917511)]	['What U.S. Government agency registers trademarks ?', 'How many Canadians emmigrate each year ?']
2	1	[]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
1	1	[]	['What is your favorite color ?', 'What color are tennis balls ?']
2	0	[('stand for', -0.41380074620246887)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
5	5	[('go on strike', -0.3467409014701843), ('on strike', -0.3757885694503784), ('the nfl', -0.39664191007614136)]	['When did Iraqi troops invade Kuwait ?', 'What year was the NAACP founded ?']
2	2	[('solar wind', -0.4752670079469681), ('is solar wind', -0.5634154677391052), ('what is solar wind', -0.6376112848520279)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
5	5	[('the moon', -0.43458688259124756), ('on the moon', -0.44727015495300293), ('land on the moon', -0.46297451853752136), ('neil armstrong', -0.4778189957141876)]	['When did Charles Lindbergh die ?', 'When is Boxing Day ?']
5	5	[('when was hiroshima bombed', -0.31180357933044434), ('was hiroshima bombed', -0.3143352270126343)]	['When did Charles Lindbergh die ?', 'When did Iraqi troops invade Kuwait ?']
4	4	[('the savannah river', -0.8100622743368149)]	['Where is the Danube ?', 'Where is Romania located ?']
3	3	[('the vietnam war', -0.8601322993636131), ('in the vietnam war', -0.9125457778573036)]	['Who won the Battle of Gettysburg ?', 'Who developed the first polio vaccine ?']
1	4	[('the strongest magnetic field', -0.17127886414527893), ('all the planets', -0.18620790541172028), ('of all the planets', -0.20504042506217957)]	['When was John D. Rockefeller born ?', 'When was Yemen reunified ?']
3	3	[('the governor', -0.7942856997251511), ('of alaska', -0.8316848278045654)]	['Who won the Battle of Gettysburg ?', 'Who painted the Sistine Chapel ?']
5	5	[('seize power in italy', -0.36510902643203735), ('in italy', -0.41497522592544556)]	['What U.S. Government agency registers trademarks ?', 'When did Charles Lindbergh die ?']
4	4	[('of persia', -0.651250422000885), ('the capital', -0.7345117330551147)]	['Where is Romania located ?', 'Where is the Danube ?']
5	5	[('does an octopus have', -0.074756920337677), ('an octopus', -0.2864506244659424), ('how many', -0.47524768114089966)]	['What U.S. Government agency registers trademarks ?', 'How long does a dog sleep ?']
2	2	[('is pneumonia', -0.4769846647977829), ('what is pneumonia', -0.5622336529195309)]	['What is endometriosis ?', 'What are binomial coefficients ?']
4	4	[('the us', -0.68223637342453), ('in the us', -0.7893198132514954)]	['Where is Romania located ?', 'Where is the Danube ?']
2	2	[('a fuel cell', -0.43330545723438263), ('is a fuel cell', -0.49798037111759186)]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
3	3	[('on tv', -0.6933690756559372), ('appear on tv', -0.7413226813077927), ('to appear on tv', -0.7998072654008865)]	['What U.S. Government agency registers trademarks ?', 'How many people died on D-Day ?']
4	4	[('little league', -0.5537360310554504)]	['Where is Logan Airport ?', 'Where is Amsterdam ?']
2	1	[('of twins', -0.45742471516132355)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
1	4	[('the brightest star', -0.21429535746574402), ('is the brightest star', -0.3085722327232361)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
2	2	[('is diabetes', -0.6773445010185242), ('what is diabetes', -0.7644456662237644)]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
5	5	[('president kennedy', -0.43636178970336914)]	['When did Charles Lindbergh die ?', 'When did Iraqi troops invade Kuwait ?']
2	0	[('t ##m ##j', -0.7415316700935364), ('is t ##m ##j', -0.8077265098690987)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
1	1	[('ya ##k milk', -0.5411039888858795), ('is ya ##k milk', -0.6236685961484909)]	['What color are tennis balls ?', 'What plant is rum made from ?']
5	5	[('dwight d . eisenhower', -0.3103001117706299)]	['When did Charles Lindbergh die ?', 'What year was the NAACP founded ?']
2	0	[('##d ##n', -0.7200639545917511), ('is ##d ##n mean', -0.8749472051858902)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
2	2	[('the sun', -0.7839794456958771)]	['How is energy created ?', 'What are binomial coefficients ?']
5	5	[('dollars and pounds', -0.6406127512454987), ('between dollars and pounds', -0.7551080137491226)]	['What U.S. Government agency registers trademarks ?', 'What are binomial coefficients ?']
5	5	[('abraham lincoln', -0.38941389322280884)]	['When did Charles Lindbergh die ?', 'When did Iraqi troops invade Kuwait ?']
2	2	[('the milky way', -0.7384778261184692), ('is the milky way', -0.7910952270030975)]	['What are binomial coefficients ?', 'What does the Peugeot company manufacture ?']
2	2	[('is mold', -0.6303483098745346), ('what is mold', -0.7329650446772575)]	['What are binomial coefficients ?', 'What exactly is radiation ?']
5	5	[('was mozart born', -0.35602128505706787)]	['When did Charles Lindbergh die ?', 'When did Iraqi troops invade Kuwait ?']
1	1	[('of frogs', -0.1614188551902771), ('a group', -0.23988547921180725)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
1	1	"[(""william penn ' s"", -0.3309282660484314)]"	['What does the Peugeot company manufacture ?', 'What are binomial coefficients ?']
5	5	[('of gold', -0.4523647725582123)]	['What are binomial coefficients ?', 'What exactly is radiation ?']
5	4	[('the white house', -0.1444292664527893), ('of the white house', -0.15560263395309448)]	['What are binomial coefficients ?', 'What year was the NAACP founded ?']
2	2	[('se ##mo ##lina', -0.7317928671836853), ('is se ##mo ##lina', -0.7656882777810097)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
1	1	[('made from', -0.4520871043205261), ('mel ##ba sauce', -0.5564953684806824)]	['What does the Peugeot company manufacture ?', 'What plant is rum made from ?']
2	2	[('ur ##sa major', -0.7275289595127106), ('is ur ##sa major', -0.7627027928829193)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
5	5	[('the human body', -0.3241230249404907), ('in the human body', -0.4257512092590332), ('water content', -0.4756418466567993), ('of water content', -0.5667538046836853)]	['What U.S. Government agency registers trademarks ?', 'What are binomial coefficients ?']
5	5	[('does water weigh', -0.4716586470603943)]	['What U.S. Government agency registers trademarks ?', 'How long does a dog sleep ?']
5	5	[('in windsor , ontario', -0.2298634648323059), ('windsor , ontario', -0.24005204439163208)]	['What U.S. Government agency registers trademarks ?', 'What are binomial coefficients ?']
3	3	[('non - consecutive', -0.8424532189965248)]	['What U.S. Government agency registers trademarks ?', 'How many people died on D-Day ?']
5	5	[('of australia', -0.3716033697128296), ('the population', -0.4987894296646118)]	['What are binomial coefficients ?', 'What U.S. Government agency registers trademarks ?']
3	3	[('the sis ##tine chapel', -0.8323667198419571)]	['Who painted the Sistine Chapel ?', 'What U.S. Government agency registers trademarks ?']
2	2	[('of volcanoes', -0.6990746557712555), ('the climate', -0.7153202295303345), ('on the climate', -0.7568247616291046)]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
5	5	[('the andy griffith show', -0.34562283754348755), ('andy griffith', -0.39029985666275024)]	['When did Charles Lindbergh die ?', 'What year was the NAACP founded ?']
2	2	[('acid rain', -0.5223755836486816), ('is acid rain', -0.6325890570878983), ('what is acid rain', -0.7453252300620079)]	['How does a hydroelectric dam work ?', 'What are binomial coefficients ?']
5	5	"[(""mexico ' s independence"", -0.13757169246673584), (""mexico ' s"", -0.2227678894996643)]"	['When is the Thai New Year ?', 'When is Bastille Day ?']
4	4	[('lake champ', -0.7354821860790253), ('lake champ ##lain', -0.8299855068325996), ('of lake champ ##lain', -0.9042217507958412)]	['Where is Romania located ?', 'Where is Glasgow ?']
1	1	[]	['What does the Peugeot company manufacture ?', 'What is Bombay duck ?']
1	1	[]	['What is Bombay duck ?', 'What do river otters eat ?']
2	2	[('quick ##sil ##ver', -0.5851407796144485), ('is quick ##sil ##ver', -0.6321714147925377)]	['How does a hydroelectric dam work ?', 'What are binomial coefficients ?']
3	3	[]	['Who painted the Sistine Chapel ?', 'Who won the Battle of Gettysburg ?']
5	5	[('of light', -0.3454008996486664), ('the speed', -0.365698903799057)]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
5	5	[('a football field', -0.4437776207923889), ('of a football field', -0.5395030379295349)]	['What U.S. Government agency registers trademarks ?', 'What are binomial coefficients ?']
2	2	[('called love', -0.7694243490695953), ('zero points', -0.7853461652994156), ('zero points called love', -0.8932803142815828)]	['What are binomial coefficients ?', 'How is energy created ?']
3	1	[('what kind', -0.3821011185646057), ('of dog', -0.3858121186494827), ('of oz', -0.38832905888557434), ('the wizard', -0.4295923635363579), ('the wizard of oz', -0.4973926208913326)]	['Who painted the Sistine Chapel ?', 'Who won the Battle of Gettysburg ?']
2	2	[('a thyroid', -0.4206676334142685), ('is a thyroid', -0.500891923904419), ('what is a thyroid', -0.5809088796377182)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
2	2	[('cia ##o', -0.7716062963008881)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
1	1	[('blue blood', -0.3210626542568207), ('the heart', -0.33545462787151337), ('the lungs', -0.3611691743135452), ('from the heart', -0.41526922583580017), ('to the lungs', -0.4192776381969452)]	['How many people died on D-Day ?', 'How many Canadians emmigrate each year ?']
5	5	[('yellowstone national park', -0.27207738161087036), ('at yellowstone national park', -0.3011341094970703), ('old faithful', -0.40652334690093994)]	['What U.S. Government agency registers trademarks ?', 'What year was the NAACP founded ?']
2	2	[('ace ##tic acid', -0.5255608037114143), ('is ace ##tic acid', -0.5780691131949425)]	['What are binomial coefficients ?', 'What exactly is radiation ?']
5	5	[('st . louis', -0.07541871070861816)]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
1	1	[('with a strong acid', -0.34830501675605774), ('a strong acid', -0.35704419016838074), ('lit ##mus paper', -0.3933780938386917)]	['Aspartame is also called what ?', 'Aspartame is also known as what ?']
1	1	[('the german flag', -0.501825213432312), ('of the german flag', -0.5878869742155075)]	['What U.S. Government agency registers trademarks ?', 'What are binomial coefficients ?']
2	2	[]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
4	4	[('the black sea', -0.7122345864772797), ('on the black sea', -0.8487237170338631)]	['Where is Guam ?', 'Where is Romania located ?']
5	5	[('of silver', -0.5439270734786987)]	['What U.S. Government agency registers trademarks ?', 'What are binomial coefficients ?']
1	1	[('in brazil', -0.354263037443161), ('use in brazil', -0.3777283728122711)]	['What does the Peugeot company manufacture ?', 'What causes tuberculosis ?']
1	2	[('pathogen ##s', -0.23601949214935303), ('what are pathogen ##s', -0.4895944446325302)]	['What causes pneumonia ?', 'What causes tuberculosis ?']
2	2	[('mad cow', -0.6116711050271988), ('mad cow disease', -0.7013526223599911), ('is mad cow disease', -0.7340056616812944)]	['What is endometriosis ?', 'What are binomial coefficients ?']
1	1	[('in zinc', -0.28933456540107727), ('high in zinc', -0.33580517768859863)]	"['Name an American made motorcycle', ""Name Dick Tracy 's two children""]"
5	5	[('enter the union', -0.15034127235412598), ('the union', -0.20921295881271362)]	['When did Charles Lindbergh die ?', 'When did Iraqi troops invade Kuwait ?']
4	4	[('apple snails', -0.5090841948986053)]	['Where is Romania located ?', 'Where is the Danube ?']
2	2	[('are ethics', -0.7595792710781097), ('what are ethics', -0.8435246385633945)]	['What is object-oriented design ?', 'What is probability theory ?']
2	0	[('stand for', -0.5546146631240845)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
2	2	[('an ann ##uity', -0.5693518966436386), ('is an ann ##uity', -0.6127627976238728)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
3	3	[]	['Who painted the Sistine Chapel ?', 'Who won World War II ?']
3	3	[('the u . s', -0.9244535379111767)]	['Who painted the Sistine Chapel ?', 'Who developed the first polio vaccine ?']
1	1	[('is turquoise', -0.5072636902332306)]	['What U.S. Government agency registers trademarks ?', 'Who painted the Sistine Chapel ?']
3	3	[('his inauguration', -0.6527752429246902), ('an automobile', -0.6833237111568451), ('to his inauguration', -0.7388469129800797), ('in an automobile', -0.7649658918380737)]	['How many people died on D-Day ?', 'What novel inspired the movie BladeRunner ?']
5	5	[('of the united states', -0.2794257402420044), ('the united states', -0.2912784814834595), ('the youngest president', -0.47500237822532654)]	['What U.S. Government agency registers trademarks ?', 'What year was the NAACP founded ?']
5	5	[]	['When did Charles Lindbergh die ?', 'When did Iraqi troops invade Kuwait ?']
2	2	[('a panic disorder', -0.623299665749073), ('is a panic disorder', -0.6775286421179771)]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
2	2	[]	['What are binomial coefficients ?', 'What exactly is radiation ?']
1	1	[('a baby lion', -0.35719871520996094)]	['What is a 2-sided object called ?', 'What are binomial coefficients ?']
5	5	[]	['How big is Australia ?', 'Who wrote The Godfather ?']
2	2	[('ne ##pot ##ism', -0.7813577204942703), ('is ne ##pot ##ism', -0.8594232387840748)]	['What are binomial coefficients ?', 'What is a 2-sided object called ?']
2	2	[('die - casting', -0.768814392387867), ('is die - casting', -0.8325581811368465)]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
2	2	[('my ##op ##ia', -0.8124966397881508), ('is my ##op ##ia', -0.8430916629731655)]	['What are binomial coefficients ?', 'How does a hydroelectric dam work ?']
5	5	[('new york', -0.2798317074775696), ('in new york', -0.2893194556236267), ('sales tax', -0.37160801887512207)]	['What U.S. Government agency registers trademarks ?', 'What are binomial coefficients ?']
5	5	"[(""the world ' s"", -0.23001337051391602), ('what percentage', -0.38786792755126953)]"	['What U.S. Government agency registers trademarks ?', 'Who wrote The Godfather ?']
4	4	[('the world', -0.6215098202228546), ('fourth highest', -0.6288705468177795), ('in the world', -0.7006126642227173)]	['Where is Romania located ?', 'Where is the Danube ?']
1	3	"[(""shakespeare ' s"", -0.30272939801216125)]"	['What is Bombay duck ?', 'What is a 2-sided object called ?']
1	1	[]	['What are binomial coefficients ?', 'What exactly is radiation ?']
5	5	"[(""father ' s"", -0.25655680894851685)]"	['When is Bastille Day ?', 'When is the Thai New Year ?']
2	0	[('stand for', -0.5437676459550858), ('the acronym', -0.5711698681116104)]	['What are binomial coefficients ?', 'What is the plural of gulf ?']
5	5	[('the columbia river', -0.37213224172592163), ('in miles', -0.4643828868865967)]	['What U.S. Government agency registers trademarks ?', 'How long is human gestation ?']
4	4	"[('the star', -0.3708422780036926), (""city ' s"", -0.6484244763851166)]"	['Who wrote The Godfather ?', 'Where is Romania located ?']
2	2	[('carbon dioxide', -0.5829036310315132), ('is carbon dioxide', -0.6308597065508366), ('what is carbon dioxide', -0.6594792306423187)]	['What are binomial coefficients ?', 'What exactly is radiation ?']
4	4	[]	['Where is Glasgow ?', 'Where is Romania located ?']
5	5	[]	['When is the Thai New Year ?', 'When is Bastille Day ?']
2	2	[('is metabolism', -0.40398577600717545), ('what is metabolism', -0.43852320313453674)]	['What are binomial coefficients ?', 'What exactly is radiation ?']
3	3	[('laugh - in', -0.5889073610305786)]	['What U.S. Government agency registers trademarks ?', 'How many maids were milking ?']
1	1	[('made of', -0.48248186707496643), ('cigarettes made of', -0.5640694499015808)]	['What are binomial coefficients ?', 'What color are tennis balls ?']
4	4	[('of zimbabwe', -0.6828448474407196), ('the capital', -0.744099885225296)]	['Where is Mozambique located ?', 'Where is Guam ?']
2	0	[('stand for', -0.5613375008106232)]	['What is probability theory ?', 'What are binomial coefficients ?']
1	1	[('of michigan', -0.3319016396999359)]	['What does the Peugeot company manufacture ?', 'What is Bombay duck ?']
