predicted_labels	true_labels	lil_interpretations	gil_interpretations
27	17	[('is life <', -0.5631239861249924), ('is life', -0.5858730375766754)]	"['Cuddling. Lots of cuddling', ""I'll be right back!""]"
15	15	[('sound minded', -0.7630867213010788)]	['Thank you for your service', 'Also thank you for the advice']
27	21	[('wanting to hug me', -0.27390846610069275), ('you do you', -0.27703213691711426), ('do you', -0.2826351895928383), ('to hug me', -0.28698595613241196), ('for me', -0.2997269108891487)]	['That was informative. Thank you', 'A classic. I have these']
18	18	[('i love', -0.8211663495749235), ('so whole', -0.823128106072545)]	"[""I'll be right back!"", ""I'm elated to hear that 🤗""]"
27	27	[('-LSB- name', -0.8119677528738976)]	"['Cuddling. Lots of cuddling', ""If it gets caught.. it can't.. breed😱""]"
10	4	[('a bad thing', -0.20459876954555511), ('of a bad thing', -0.20575439557433128)]	['Thank you. I appreciate it', 'If you enjoyed it, go for it']
7	27	[('post mort', -0.3327026218175888), ('post mort ##y', -0.336070753633976)]	"[""If it gets caught.. it can't.. breed😱"", ""This... I don't think this is Ohio""]"
27	0	[('everything about that', -0.32334432005882263), ('about that', -0.3238951899111271), ('killed everything about that', -0.33069853112101555), ('was her week', -0.3318067342042923), ('her week', -0.33683089166879654)]	['Cuddling. Lots of cuddling', 'Those ears...those horrible ears']
3	4	[('as you are', -0.14825502410531044), ('you are', -0.15818816795945168), ('more and more', -0.16375400125980377)]	['bruh, in what way', 'What the hell']
8	8	[]	['damn it, you beat me to it', 'I’m not crying. You’re crying']
4	4	"[(""that ' s true"", -0.5219299644231796), (""' s true"", -0.5757051557302475), ('s true', -0.6322553306818008)]"	"[""Hmm. I don't disagree. It's unfortunate"", ""That sounds really cool! I'll be there""]"
0	0	[('great movie', -0.8825381677597761)]	"[""The dense stuff isn't very accessible. :/"", ""It's a great article. She nailed it""]"
27	1	[('her bio', -0.21257861703634262), ('done for', -0.21653485670685768), ('her bio says', -0.21657244861125946), ('you are ugly', -0.21902675181627274), ('are done for', -0.22146141529083252)]	['If you enjoyed it, go for it', 'Thank you. I appreciate it']
18	18	[('people here', -0.7214727811515331)]	['Heh I love this', 'I’m not crying. You’re crying']
27	27	[('the fi ##ef', -0.12856678664684296), ('given the fi ##ef', -0.14389118179678917)]	"['That was so disgusting. VWP', ""Nope. Don't need rewards at all""]"
27	3	[('controlled re ##wind', -0.24917525798082352), ('re ##wind', -0.2561940737068653), ('was actually good', -0.26602503284811974), ('a time', -0.2662511505186558), ('our conference', -0.27397988364100456)]	['Expected that. Thanks for your valuable feedback', 'Cuddling. Lots of cuddling']
18	18	[('on ya', -0.5525136813521385), ('good on ya', -0.5614548977464437), ('your answer', -0.5622886717319489), ('some -LSB- name -RSB-', -0.5726422248408198)]	"[""I'll be right back!"", ""I'm elated to hear that 🤗""]"
27	27	[('to midnight', -0.671735592186451)]	['Cuddling. Lots of cuddling', 'Those ears...those horrible ears']
27	27	[('to eliminate her', -0.4042200744152069), ('eliminate her', -0.4120100140571594)]	['Cuddling. Lots of cuddling', 'Thank you. I appreciate it']
27	8	[('that high', -0.2126491442322731), ('3 games', -0.22785776108503342), ('your expectations', -0.23320642113685608), ('of 3 games', -0.23831137269735336)]	['If you enjoyed it, go for it', 'DONT BE NEEDY. TALK TO OTHER GIRLS']
15	0	[('this place', -0.3013586662709713), ('una ##ff ##ord', -0.31971942633390427), ('the first', -0.33092069812119007), ('una ##ff ##ord ##able', -0.3312061261385679), ('such fore ##sight', -0.3379919622093439)]	['Expected that. Thanks for your valuable feedback', 'Thank you for your service']
1	13	[('fun or challenging', -0.14913462847471237), ('a lot', -0.15148811787366867), ('it fun or challenging', -0.15337274223566055), ('all the time', -0.15693623945116997), ('my post', -0.15969769656658173)]	"['Yeah, this seems weird to me, too', 'that\'s a weird way to spell ""prison""']"
27	27	[('translated in my mind', -0.3699602335691452), ('in my mind', -0.3894553408026695), ('my mind', -0.4101572632789612), ('those words', -0.41237207129597664), ('so long', -0.4180617481470108)]	['Cuddling. Lots of cuddling', 'Those ears...those horrible ears']
27	6	[('kissing my first girlfriend', -0.35594236850738525), ('my first girlfriend', -0.35715725272893906), ('-LSB- name -RSB-', -0.37876543402671814), ('what we were doing', -0.39862358570098877), ('no idea', -0.3998592272400856)]	['Cuddling. Lots of cuddling', 'Damn, that was dirty']
18	12	[('of any mm ##o', -0.27457370236516), ('of any mm', -0.27643025666475296), ('guild wars 2', -0.28601711243391037), ('any mm', -0.28645283356308937), ('love guild wars 2', -0.29811508022248745)]	['That was so disgusting. VWP', 'Wow, that was insane']
0	27	[('as ##ex ##ual and', -0.5564672350883484), ('##ex ##ual', -0.565709363669157)]	"[""The dense stuff isn't very accessible. :/"", ""he's an awesome bro""]"
27	27	[('should be', -0.6577308028936386)]	['If you enjoyed it, go for it', 'I know. I get that a lot']
27	27	[('identical to', -0.32068053260445595)]	"['Those ears...those horrible ears', ""This... I don't think this is Ohio""]"
27	6	[('come out too frequently', -0.1999579817056656), ('too frequently', -0.254191055893898), ('they were garbage', -0.265710286796093), ('were garbage', -0.27417919784784317)]	['Those ears...those horrible ears', 'Thank you. I appreciate it']
26	26	[('work with', -0.446408212184906), ('the bengals', -0.4511908423155546), ('some talent', -0.4530427772551775), ('to work with', -0.4547222927212715), ('that defense', -0.4618069976568222)]	['Wow, that was insane', 'Damn, that was dirty']
18	17	[('pretty new', -0.6939402520656586), ('m pretty new', -0.70033073797822), (' m pretty new', -0.7081057243049145), ('the chat thing', -0.7190254107117653), ('love it', -0.7254136111587286)]	"[""he's an awesome bro"", 'Youre fantastic. Thanks! How cute']"
27	27	[('go around', -0.7360669299960136), ('to go around', -0.7517993412911892)]	['If you enjoyed it, go for it', 'I know. I get that a lot']
27	10	[('just one', -0.28422536700963974)]	['Thank you. I appreciate it', 'Cuddling. Lots of cuddling']
27	1	[('is the source codes', -0.0889304131269455), ('free shit head', -0.09160330891609192), ('the source codes', -0.09803278744220734), ('the real question', -0.11447801068425179), ('the fuck', -0.13594192638993263)]	"['is this real life [NAME] (netflix)?', ""I'm just here to say fuck [NAME]""]"
27	27	[('at full', -0.4953971281647682), ('on con ##vu ##ls', -0.5021404922008514), ('con ##vu ##ls', -0.50359196215868), ('long ago', -0.5306491777300835)]	['Cuddling. Lots of cuddling', 'Gotta admit, I chuckled at this one']
1	27	[('v ##j', -0.7147708088159561), ('that team', -0.7341093607246876), ('lo ##l even', -0.7378584109246731), ('beaten that team lo', -0.7533242590725422)]	"['That was so disgusting. VWP', ""Fuuuuck that's rough""]"
7	6	[('to this', -0.36087480932474136)]	"['bruh, in what way', ""This... I don't think this is Ohio""]"
27	20	[('ma girl', -0.6590344980359077)]	"[""I've wanted this for so long"", 'Cuddling. Lots of cuddling']"
27	9	[('be allowed in', -0.34169093519449234), ('allowed in', -0.3443187102675438), ('to be allowed in', -0.3458130583167076)]	['If you enjoyed it, go for it', 'Thank you. I appreciate it']
18	18	[('i like', -0.7652082107961178)]	"[""I'm elated to hear that 🤗"", ""I'll be right back!""]"
1	15	[('the laugh', -0.8038465082645416), ('the laugh lo', -0.8218447118997574)]	"[""Genius. I'm so doing this"", ""Didn't realize I'm so famous!""]"
2	27	[('tell disney', -0.33149832487106323), ('as hell', -0.33838728815317154), ('sure as hell', -0.33969758823513985), ('the evil mouse', -0.340683501213789), ('day ##care centers', -0.343610230833292)]	['damn it, you beat me to it', 'Those ears...those horrible ears']
27	27	[('to the debate ##rs', -0.3150535076856613), ('the debate ##rs', -0.32252851873636246), ('of their', -0.33467334136366844), ('ruin in of their', -0.3368479870259762), ('in of their', -0.3374601751565933)]	['Thank you. I appreciate it', 'Those ears...those horrible ears']
27	3	[]	['bruh, in what way', 'Expected that. Thanks for your valuable feedback']
27	3	[]	['No kill, only hug', 'Good luck and Godspeed']
0	0	[('great info . th', -0.8982524164021015)]	"[""It's a great article. She nailed it"", 'These Red Dead Redemption graphics are amazing']"
27	27	[('of thirst', -0.35441648215055466), ('dying of thirst', -0.3593467026948929), ('at least', -0.36146561428904533), ('of millions', -0.36204078420996666)]	['If you enjoyed it, go for it', 'Good luck and Godspeed']
27	4	[('failed to delight', -0.27846507728099823), ('to delight', -0.2832467183470726), ('with cameras', -0.30635304003953934)]	['If you enjoyed it, go for it', 'Cuddling. Lots of cuddling']
7	7	[('of everyone', -0.31112129613757133)]	['bruh, in what way', 'WHAT IS HAPPENING']
15	10	[('my first lang ##age', -0.35559654980897903)]	['I’m not attractive but thank you', 'I’m not attractive but thank you']
0	0	[('a greatest hits album', -0.436299379914999), ('greatest hits', -0.4461800120770931), ('over and done', -0.4520439226180315)]	['Cuddling. Lots of cuddling', 'So fucking awesome. Cheers from Brazil']
27	6	[('he was trying to', -0.34978897869586945), ('trying to', -0.36128054559230804), ('was trying to', -0.36524537578225136)]	"[""Hmm. I don't disagree. It's unfortunate"", 'Thank you. I appreciate it']"
27	3	"[('paint it white', -0.36564062535762787), ('gotta paint it white', -0.37945688515901566), (""you '"", -0.39483416453003883)]"	['If you enjoyed it, go for it', 'Thank you. I appreciate it']
3	3	[('ugly pillows', -0.22018595039844513), ('punch ugly pillows', -0.22789151594042778), ('to punch ugly pillows', -0.23810000345110893)]	['damn it, you beat me to it', 'Damn, that was dirty']
27	10	[('in modern america', -0.329983152449131), ('a shit ton', -0.3400626629590988), ('modern america', -0.3454112857580185), ('it can', -0.3518110513687134), ('ne ##pot ##ism', -0.3530363589525223)]	"['I can’t stop staring at the boobs', 'Pretty much, you have to ""atone"" tho']"
1	1	[('any difference', -0.6041623950004578), ('the light', -0.6099193468689919), ('it ', -0.6282491460442543), ('ll be', -0.6336958929896355), ('brighter l ##ma ##o', -0.6363918706774712)]	['That was so disgusting. VWP', 'I did it. Lol']
27	10	[('this entire operation', -0.4212540425360203), ('an anti abortion agenda', -0.42264454811811447), ('their intentionally misleading name', -0.4276445582509041), ('intentionally misleading', -0.4313301406800747)]	"['Cuddling. Lots of cuddling', ""Nope. Don't need rewards at all""]"
0	0	[('smile , cute dogg', -0.5910858288407326), ('cute dogg', -0.5945613533258438)]	"[""Didn't realize I'm so famous!"", 'Youre fantastic. Thanks! How cute']"
15	20	[('a giant bed', -0.1990777850151062), ('the whole place', -0.20216462761163712), ('a giant bed for', -0.2043465245515108)]	"[""I'll be right back!"", ""That sounds really cool! I'll be there""]"
24	24	[('m sorry', -0.4030252695083618), ('through something', -0.4046565406024456), ('more important', -0.4058404415845871), ('data and facts', -0.40875039994716644), ('lived through something', -0.41385576874017715)]	"[""That sounds so terrible. I'm very sorry"", 'Thank you. I appreciate it']"
10	27	[('15 ##m', -0.3074122481048107), ('15 ##m $', -0.31570377200841904), ('of 15 ##m $', -0.31785107776522636)]	"['Those ears...those horrible ears', ""No it hasn't""]"
3	2	[('we lost', -0.15924035757780075)]	['Damn, that was dirty', 'Wow, that was insane']
1	12	"[('lo ##l', -0.41782259196043015), ('sorry lo ##l', -0.4213527590036392), ('your response', -0.42438631504774094), ('m dumb', -0.42981963977217674), (""' m dumb"", -0.43324245139956474)]"	['Thanks, fixed it', 'Thanks, fixed it']
27	25	[('my eyes', -0.2895893305540085), ('to my eyes', -0.2910390831530094), ('as well', -0.2946183681488037), ('nr ##k', -0.3043186478316784)]	['Cuddling. Lots of cuddling', 'Thank you. I appreciate it']
7	26	[('surprised by the result', -0.1128501296043396), ('by the result', -0.13008511066436768), ('as per every year', -0.13390551507472992), ('per every year', -0.1459582969546318), ('the result', -0.15878510475158691)]	['bruh, in what way', 'WHAT IS HAPPENING']
0	0	"[('soo ##oo ##o beautiful', -0.7279437109827995), (""' s wearing"", -0.7473490312695503), ('s wearing', -0.7540176175534725)]"	"[""That sounds really cool! I'll be there"", ""I'll be right back!""]"
4	27	[('wait until march', -0.2930099368095398), ('the site', -0.30188529193401337), ('be out', -0.30290426313877106), ('until march', -0.3055795803666115), ('will be out', -0.3116645812988281)]	"[""WE'LL CALL IT A DRAW"", ""I'm also happy you're still here!!""]"
15	13	[('four ##nier', -0.43060192465782166), ('went south', -0.4363365173339844), ('sure went south', -0.4490989316254854), ('got aaa back', -0.4492679536342621), ('we got aaa back', -0.4550100341439247)]	"[""Genius. I'm so doing this"", ""That sounds really cool! I'll be there""]"
27	27	[('-LSB- name -RSB-', -0.35269395262002945), ('her man', -0.35557881742715836), ('i ##g', -0.3801673874258995), ('of his p ##j', -0.3968067355453968), ('his p ##j', -0.39995027333498)]	['bruh, in what way', 'Oh, Boy. You into phrenology too']
0	7	[('can be set up', -0.343468252569437), ('set up', -0.34449585527181625), ('be set up', -0.3468683771789074), ('my favorite plane', -0.3509827330708504)]	"[""That sounds really cool! I'll be there"", ""I'll be right back!""]"
27	27	[('i have cookies i', -0.11224538087844849), (' alcoholism / addiction', -0.11365348845720291), ('have cookies', -0.16130556538701057), ('at least', -0.1620493233203888)]	"[""Nope. Don't need rewards at all"", 'Thanks. I needed this reminder today']"
5	27	[('care about it', -0.5636102221906185), ('about it', -0.5677352994680405), ('things may go', -0.568709671497345), ('be you', -0.5695080943405628), ('may go', -0.5725677460432053)]	['Feel you pain. Stay strong', 'F for our fallen comrade']
27	13	[('for episode', -0.2586383782327175)]	"[""I've wanted this for so long"", ""I'm so glad you're annoyed""]"
4	4	[]	['Expected that. Thanks for your valuable feedback', 'If you enjoyed it, go for it']
1	1	[('3 years', -0.7298858612775803), ('the making', -0.7489098459482193), ('rip x', -0.7497819289565086), ('##rri ##la ##z', -0.7518852092325687), ('go ##rri ##la ##z', -0.7706235535442829)]	"[""I'd pause and say yes...? Haha"", 'That was so disgusting. VWP']"
3	10	[('during a game', -0.2926127016544342), ('a game', -0.30462733656167984), ('the field', -0.3106631860136986), ('from the field', -0.31666795909404755), ('especially when', -0.31867821514606476)]	['Wow, that was insane', 'Damn, that was dirty']
25	16	[('my pets', -0.22981269657611847), ('with my pets', -0.23987038061022758)]	['Those ears...those horrible ears', 'I know. I get that a lot']
17	17	[('he made it', -0.5410985052585602), ('made it', -0.5455974787473679), ('-LSB- name', -0.5554417558014393)]	"[""I'm also happy you're still here!!"", ""I'm elated to hear that 🤗""]"
27	27	[('most likely', -0.2293437123298645), ('you were charged', -0.23238185420632362), ('were charged', -0.23349207639694214)]	"[""Nope. Don't need rewards at all"", 'Those ears...those horrible ears']"
27	8	[('being sexually desired false', -0.2581467367708683), ('more desirable', -0.2625174783170223), ('sexually desired', -0.26268723607063293), ('being sexually desired', -0.26363110542297363), ('a lot', -0.26584864780306816)]	['A condom cant protect your virginity', 'There are definitely real women like that']
20	20	[('was real', -0.543670155107975), ('this was real', -0.5461326539516449)]	['Good luck and Godspeed', 'Good luck']
10	10	[('of two ministries', -0.2952187992632389), ('two ministries', -0.2994816228747368), ('the heads', -0.2995399981737137), ('close friends', -0.2996354438364506), ('a ministry', -0.3119703084230423)]	"[""Speak for yourself. YOU don't care"", 'Thank you. I appreciate it']"
4	5	[('these things', -0.3090931624174118), ('feel better about themselves', -0.3135579526424408), ('in their life', -0.3169260174036026), ('about themselves', -0.3205665573477745), ('their life', -0.3240062855184078)]	['Expected that. Thanks for your valuable feedback', 'If you enjoyed it, go for it']
27	27	[('to say this', -0.4807088375091553), ('say this', -0.4824407920241356)]	['Thank you. I appreciate it', 'I’m not crying. You’re crying']
27	5	"[('to be fiction', -0.2498730942606926), ('them to be fiction', -0.25034650415182114), ('be fiction', -0.2577519193291664), (""' t fit"", -0.29004911705851555), ('those reports', -0.2917618788778782)]"	"[""This... I don't think this is Ohio"", ""Don't do that i think its dangerous""]"
27	4	[('guess i understand', -0.15323878079652786), ('i understand', -0.1753343790769577), ('of it', -0.18615317344665527)]	['bruh, in what way', 'Expected that. Thanks for your valuable feedback']
27	9	[('poor cat', -0.24661827087402344)]	"['This is so sad. #playdespacito', ""If it gets caught.. it can't.. breed😱""]"
24	12	[('meant morally', -0.27930619195103645)]	"[""That sounds so terrible. I'm very sorry"", 'Thank you. I appreciate it']"
9	9	[('so upset', -0.1737024374306202), ('been so upset', -0.19204223901033401)]	['Those ears...those horrible ears', 'Cuddling. Lots of cuddling']
1	27	[('go balls deep anyway', -0.7273862212896347), ('the balls', -0.7755681648850441), ('of the balls', -0.7794660404324532)]	"['That was so disgusting. VWP', ""Fuuuuck that's rough""]"
2	2	[('fucking hell . .', -0.5424162670969963)]	['damn it, you beat me to it', 'Damn, that was dirty']
0	0	[('everyone i told', -0.843884838744998), ('i told', -0.8444884102791548), ('completely shocked', -0.8446812853217125), ('was completely shocked', -0.8469694647938013)]	['That was so disgusting. VWP', 'Youre fantastic. Thanks! How cute']
0	0	[('its pretty cool', -0.7063506916165352), ('pretty cool', -0.7076870314776897), ('about this', -0.7149143442511559)]	"[""That sounds really cool! I'll be there"", ""The dense stuff isn't very accessible. :/""]"
1	1	[('sign up', -0.7857087254524231)]	"['That was so disgusting. VWP', ""I'd pause and say yes...? Haha""]"
3	10	[('higher tier', -0.19830434024333954), ('this belief', -0.20464366674423218), ('harm ##s', -0.21816428005695343)]	['damn it, you beat me to it', 'Those ears...those horrible ears']
1	1	[('aus open', -0.7327650338411331), ('the aus open winner', -0.7383174002170563), ('her wikipedia page', -0.7518360689282417), ('on her wikipedia page', -0.7570681422948837)]	"['That was so disgusting. VWP', ""I'd pause and say yes...? Haha""]"
4	4	"[(""' s beat ##able"", -0.3168022185564041), ('s beat ##able', -0.3303171470761299), ('beat ##able', -0.34505297988653183), ('beaten , not otherwise', -0.34550245851278305), ('meant with my speech', -0.346722349524498)]"	"[""Hmm. I don't disagree. It's unfortunate"", ""I didn't say it was soulless""]"
22	24	[('i was', -0.14458619058132172), ('how wrong', -0.15706155449151993)]	['bruh, in what way', 'Expected that. Thanks for your valuable feedback']
27	3	[('for it', -0.28094879910349846)]	"[""I've wanted this for so long"", 'Cuddling. Lots of cuddling']"
27	4	[('kicked out', -0.6057001203298569), ('be kicked out', -0.6099095605313778), ('to be kicked out', -0.6134467571973801)]	['Cuddling. Lots of cuddling', 'If you enjoyed it, go for it']
9	10	[('are dry', -0.12251793593168259), ('the bottom', -0.12336177751421928), ('don ##uts', -0.1271529421210289), ('through the bottom', -0.13492609560489655), ('the topping ##s', -0.1350572481751442)]	"['I’m not crying. You’re crying', ""I can't wait""]"
27	27	[('pretty clear', -0.418242946267128), ('arrested yesterday', -0.4387791231274605), ('getting arrested yesterday', -0.44182397425174713), ('-LSB- name', -0.44662825763225555), ('after getting arrested yesterday', -0.4546796679496765)]	['DONT BE NEEDY. TALK TO OTHER GIRLS', 'bruh, in what way']
26	0	[]	['That was so disgusting. VWP', 'Wow, that was insane']
6	25	[('a loss for', -0.16368190199136734), ('a loss', -0.16825582087039948)]	['Cuddling. Lots of cuddling', 'Wow, that was insane']
27	27	"[('has any meaning', -0.217417910695076), ('the people', -0.21874608844518661), ('any meaning', -0.22082515805959702), (""that '"", -0.23442647606134415), ('the science', -0.2354939505457878)]"	"[""Why can't America be this cool?"", ""This... I don't think this is Ohio""]"
1	3	[('over a video', -0.7145559936761856), ('cr ##inge worthy', -0.7277520373463631), ('a video', -0.7333755344152451)]	"['That was so disgusting. VWP', ""Fuuuuck that's rough""]"
27	10	[('in sufficient quantities', -0.4220932573080063), ('produce in sufficient quantities', -0.42413104325532913), ('sufficient quantities', -0.4280621334910393), ('assuming anything', -0.44464125856757164), ('m not assuming anything', -0.4514470621943474)]	"['Thank you. I appreciate it', ""Nope. Don't need rewards at all""]"
5	5	[('a nice day', -0.32719590328633785), ('have a nice day', -0.33335860446095467)]	"['No worries. Have a nice day', ""Don't do that i think its dangerous""]"
27	27	[('an outright police state', -0.297652967274189), ('to india', -0.30898592248559), ('a flawed democracy', -0.31257563829421997)]	['Expected that. Thanks for your valuable feedback', 'If you enjoyed it, go for it']
15	15	[('for this', -0.8986584823578596), ('thanks for this', -0.9128276174888015)]	['Thank you for your service', 'Thank you comrade']
27	27	"[('the labour conference', -0.49406059831380844), ('in parliament', -0.4967266023159027), ('at the labour conference', -0.49955395236611366), (""the deal ' s"", -0.5104948244988918)]"	"[""He's most likely been misinformed"", ""I wonder what he's listening to""]"
9	5	[('has never had', -0.2517426386475563), ('he has never had', -0.2565905340015888)]	"[""Nope. Don't need rewards at all"", 'No kill, only hug']"
14	27	[('feel attacked', -0.36277223378419876), ('i feel attacked /', -0.3910880498588085)]	['Those ears...those horrible ears', 'I’m not crying. You’re crying']
27	27	[('the t', -0.37475499510765076), ('include the t', -0.4182942807674408)]	['If you enjoyed it, go for it', 'Feel you pain. Stay strong']
27	27	[('to shut', -0.7020364217460155), ('tells people to shut', -0.7134020030498505)]	['If you enjoyed it, go for it', 'Cuddling. Lots of cuddling']
20	20	[('to you', -0.3844969719648361)]	['Expected that. Thanks for your valuable feedback', 'No worries. Have a nice day']
15	4	[('check it out', -0.8760735169053078), ('ll check it out', -0.8910011388361454)]	"['Thank you for your service', ""I just don't see it""]"
2	2	"[('it just gets worse', -0.15166286379098892), ('gets worse', -0.19127832353115082), (""don ' t read"", -0.21824725531041622), (""' t read"", -0.22656621411442757)]"	['Those ears...those horrible ears', 'Thank you. I appreciate it']
27	6	[('res ##us ##cit ##ation', -0.22267525643110275), ('close family members', -0.2730143591761589)]	['bruh, in what way', 'Is it actually happening?']
27	5	[('would be better', -0.07073904573917389), ('be better', -0.11700471490621567), ('can answer this', -0.14765138179063797), ('in red ##dit', -0.1511916071176529), ('throwing her out', -0.15214825421571732)]	['If you enjoyed it, go for it', 'Expected that. Thanks for your valuable feedback']
6	3	[('that hog', -0.2012685276567936)]	"[""This... I don't think this is Ohio"", 'I know. I get that a lot']"
27	8	[('that group', -0.3602542579174042), ('for that group', -0.3608052134513855), ('a bit', -0.3798271603882313)]	"[""Nope. Don't need rewards at all"", 'Cuddling. Lots of cuddling']"
0	0	[('do your best', -0.6851077154278755), ('on your commission', -0.6954295486211777), ('your best', -0.7032523825764656), ('your commission', -0.7084482498466969)]	"[""It's a great article. She nailed it"", ""I'll be right back!""]"
27	25	[('i am put together', -0.12618036568164825), ('put in ice', -0.12701284885406494), ('am put together', -0.1354299932718277), ('put together', -0.15475977957248688)]	['Damn, that was dirty', 'damn it, you beat me to it']
0	4	[('mid ##rang ##e', -0.5459782294929028), ('is good', -0.5624049678444862)]	['Good for [NAME]. He deserves it', 'this kid is really good']
11	14	[('of that game', -0.0787978544831276), ('that game', -0.08281318843364716), ('his career', -0.08716366067528725), ('the end', -0.09072214737534523), ('his career here', -0.0909980908036232)]	['Those ears...those horrible ears', 'That was so disgusting. VWP']
1	26	[('on its way out', -0.6961974501609802), ('its way out', -0.7172995209693909)]	"['That was so disgusting. VWP', ""d'oh, my bad 😔""]"
11	0	[('of them', -0.20029311627149582), ('of great songs', -0.2016635574400425), ('one of them', -0.20184967666864395), ('that one', -0.20250530540943146), ('great songs', -0.20813851803541183)]	['Those ears...those horrible ears', 'I’m not crying. You’re crying']
27	27	[('against white ##ys', -0.2499738112092018), ('be one', -0.26686567068099976), ('white ##ys', -0.2697899676859379)]	"[""They're cowards"", 'Damn, that was dirty']"
27	27	[('a fashion preference', -0.2994260787963867), ('have another gender really', -0.32286208122968674), ('another gender', -0.34438227117061615), ('about it', -0.3576331399381161)]	"[""This... I don't think this is Ohio"", ""Yeah. I'm gonna take a shower""]"
3	9	[('we ##lp', -0.19433186948299408), ('crossing an intersection', -0.2014455646276474), ('my biggest fears', -0.20240212976932526), ('of my biggest fears', -0.20543470978736877), ('an intersection', -0.2066088728606701)]	['Cuddling. Lots of cuddling', 'damn it, you beat me to it']
27	5	[('more than reasonable', -0.31784722208976746), ('than reasonable', -0.3419809564948082), ('to the sb', -0.3426206484436989), ('the effect', -0.3447912037372589), ('as long', -0.349080640822649)]	['Expected that. Thanks for your valuable feedback', 'If you enjoyed it, go for it']
1	1	[('for people too', -0.6585138365626335), ('people too', -0.6590461283922195), ('##tic ##ing', -0.6686171591281891), ('more en ##tic ##ing', -0.6811194010078907), ('called it that', -0.6857131794095039)]	"[""Genius. I'm so doing this"", ""Didn't realize I'm so famous!""]"
27	27	[('i asked', -0.6145974770188332), ('why i asked', -0.6158452257514)]	"[""I've wanted this for so long"", 'Cuddling. Lots of cuddling']"
27	22	[('video ##game media outlets', -0.3556656241416931), ('video ##game', -0.38790496066212654)]	['Thank you. I appreciate it', 'Cuddling. Lots of cuddling']
10	10	[]	['I know. I get that a lot', 'Thank you. I appreciate it']
0	0	[('of times', -0.8623283468186855), ('a bunch of times', -0.8664354309439659), ('a bunch', -0.8680982142686844), ('non - stop', -0.8701148331165314), ('non - stop jam', -0.874819977208972)]	"[""It's a great article. She nailed it"", ""That sounds really cool! I'll be there""]"
0	9	[('regards to women', -0.30790357664227486), ('with regards to women', -0.30913476273417473), ('to women', -0.3163369633257389), ('of friends', -0.3272837344557047), ('a lot', -0.3282736614346504)]	"[""Nope. Don't need rewards at all"", 'Cuddling. Lots of cuddling']"
1	27	[('above me', -0.4266580790281296), ('the guy above me', -0.4494652822613716), ('making an e ##ft', -0.45552483573555946), ('an e ##ft', -0.45644260570406914), ('the guy', -0.4587264880537987)]	"[""Didn't realize I'm so famous!"", ""Genius. I'm so doing this""]"
27	27	[('some sort of accident', -0.4069893956184387), ('just too high', -0.44083425402641296), ('is just too high', -0.44514480233192444), ('the risk', -0.4688864126801491), ('of accident', -0.4694740101695061)]	['Cuddling. Lots of cuddling', 'Thank you. I appreciate it']
18	18	[('that ', -0.826512411236763), ('this -LSB-UNK-RSB-', -0.8360769879072905), ('by -LSB- religion', -0.8409531489014626), ('love this -LSB-UNK-RSB-', -0.8424265701323748), ('by -LSB- religion -RSB-', -0.8491173535585403)]	"[""I'll be right back!"", ""That sounds really cool! I'll be there""]"
27	27	[('all the porn', -0.29282282292842865), ('they consume', -0.30627182871103287)]	"['I love his reaction. ""That was amazing""', ""That sounds really cool! I'll be there""]"
27	8	"[('wants to remain', -0.3302404135465622), ('who wants to remain', -0.3312840908765793), ('to remain', -0.3352568447589874), ('a labour government', -0.34138255566358566), (""that ' s all"", -0.34474071860313416)]"	['Thank you. I appreciate it', 'Cuddling. Lots of cuddling']
3	11	[('weird but', -0.20328183844685555)]	['Gotta admit, I chuckled at this one', 'Wow, that was insane']
7	7	[('for a while', -0.42990394681692123), ('a while', -0.43667664751410484)]	"['I love his reaction. ""That was amazing""', ""I've wanted this for so long""]"
27	13	[('my water at restaurants', -0.15983717143535614), ('are just yu ##mmy', -0.1701902225613594), ('a little', -0.17963746562600136), ('just yu ##mmy', -0.18467312306165695), ('lemon ##s', -0.18934444338083267)]	['Cuddling. Lots of cuddling', 'I’m not crying. You’re crying']
0	17	[('of my favorite moments', -0.5721377767622471), ('my favorite moments', -0.5789491571485996)]	"[""Didn't realize I'm so famous!"", ""The dense stuff isn't very accessible. :/""]"
0	27	[('get in this', -0.7358118742704391), ('in this', -0.7410901188850403)]	['Super, thanks', 'thank you!']
27	22	[('the minimum wage', -0.3792961835861206)]	"[""Nope. Don't need rewards at all"", 'If you enjoyed it, go for it']"
27	27	[('both were rejection ##s', -0.16969044506549835), ('in my life', -0.1814410462975502), ('rejection ##s', -0.19182252511382103), ('were rejection ##s', -0.1931520290672779), ('2 approaches', -0.19592708349227905)]	"[""Hmm. I don't disagree. It's unfortunate"", ""Two wrongs don't make a right""]"
2	27	[('on thin fucking ice', -0.34804297611117363), ('thin fucking ice', -0.3485361970961094)]	['damn it, you beat me to it', 'Damn, that was dirty']
27	9	[('are dead', -0.2059112787246704), ('all my friends', -0.21593208611011505), ('the edge', -0.2338241972029209)]	['Cuddling. Lots of cuddling', 'I’m not crying. You’re crying']
27	3	[('playing dumb', -0.576563872396946), ('10 days', -0.5881702154874802), ('was still playing dumb', -0.5913964882493019)]	['Gotta admit, I chuckled at this one', 'If you enjoyed it, go for it']
